country_code,country_name,source,medicine_name,active_substance,strength,dosage_form,package_size,package_description,atc_code,marketing_auth_holder,reporter,status,reason,parallel_export_ban,legal_basis,healthcare_notice,basg_note,shortage_start,estimated_end,last_updated,scraped_at,prk
AT,Austria,BASG,"Ultibro Breezhaler 85 Mikrogramm/43 Mikrogramm, Hartkapseln mit Pulver zur Inhalation","GLYCOPYRRONIUMBROMID, INDACATEROLMALEAT",85 Mikrogramm/43 Mikrogramm,Hartkapsel mit Pulver zur Inhalation,30 Stück,30x1 Stück in PA/Al/PVC-Al-perforierte Blister zur Abgabe von Einzeldosen + Inhalator,R03AL04,"Novartis Europharm Limited, Vista Building Elmpark Merrion Road -, D04 A9N6 Dublin 4, Irland","Novartis Europharm Limited, Vista Building Elmpark Merrion Road -, D04 A9N6 Dublin 4, Irland",eingeschränkt verfügbar,Qualitätsprobleme des Fertigproduktes,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-07-28,2026-11-30,2026-08-12,2026-09-23T20:51:08.330304,208809
AT,Austria,BASG,Inspra 50 mg Filmtabletten,EPLERENON,50 mg,Filmtablette,10 Stück,10 Stück (Blister),C03DA04,"Upjohn EESV, Rivium Westlaan 142, 2909 LD Capelle Aan Den Ijssel, Niederlande","Upjohn EESV, Rivium Westlaan 142, 2909 LD Capelle Aan Den Ijssel, Niederlande",resolved,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2022-12-21,2025-11-28,2026-06-12,2026-09-23T20:51:08.330314,77119
AT,Austria,BASG,Inspra 50 mg Filmtabletten,EPLERENON,50 mg,Filmtablette,30 Stück,30 Stück (Blister),C03DA04,"Upjohn EESV, Rivium Westlaan 142, 2909 LD Capelle Aan Den Ijssel, Niederlande","Upjohn EESV, Rivium Westlaan 142, 2909 LD Capelle Aan Den Ijssel, Niederlande",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2022-12-12,2026-09-30,2026-06-12,2026-09-23T20:51:08.330325,77119
AT,Austria,BASG,"Condylox 0,5% - Lösung zur Anwendung auf der Haut",PODOPHYLLOTOXIN,"0,5 %",Lösung zur Anwendung auf der Haut,"3,5 ml","3,5 ml in Braunglasflasche mit kindersicherem Schraubverschluss aus Polypropylen",D06BB04,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,freiwillige Meldung,Nein,,2025-11-01,2026-10-16,2026-08-21,2026-09-23T20:51:08.330336,72419
AT,Austria,BASG,"Diclofenac ""S.Med"" retard 75 mg - Tabletten",DICLOFENAC NATRIUM,75 mg,Retardtablette,50 Stück,50 Stück in PVC/PVdC/Alu-Blister,M01AB05,"S.MED Handels GmbH, Zachgasse 1, 1220 Wien, Österreich","S.MED Handels GmbH, Zachgasse 1, 1220 Wien, Österreich",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-24,2026-10-30,2026-08-24,2026-09-23T20:51:08.330346,34142
AT,Austria,BASG,"Risperidon ""ratiopharm""  1 mg  - Filmtabletten",RISPERIDON,1 mg,Filmtablette,10 Stück,10 Stück (PVC/PVDC/Al-Blister),N05AX08,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-02-20,,2026-09-07,2026-09-23T20:51:08.330357,37710
AT,Austria,BASG,"Risperidon ""ratiopharm""  1 mg  - Filmtabletten",RISPERIDON,1 mg,Filmtablette,60 Stück,60 Stück (PVC/PVDC/Al-Blister),N05AX08,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",resolved,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-04-27,,2026-09-07,2026-09-23T20:51:08.330366,37710
AT,Austria,BASG,Panchol 20 mg - Tabletten,PRAVASTATIN NATRIUM,20 mg,Tablette,30 Stück,30 Stück in Alu/Alu-Blister,C10AA03,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Regulatorische Änderungen,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-10-03,,2026-08-03,2026-09-23T20:51:08.330375,128201
AT,Austria,BASG,Emtricitabin/Tenofovir disoproxil ratiopharm 200 mg/245 mg Filmtabletten,"EMTRICITABIN, TENOFOVIR DISOPROXIL PHOSPHAT",200/245 mg,Filmtablette,30 Stück,30 Filmtabletten in OPA/Alu/PVC-Aluminium-Blisterpackung,J05AR03,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-17,,2026-08-26,2026-09-23T20:51:08.330386,146560
AT,Austria,BASG,"Bexsero Injektionssuspension in Fertigspritze Impfstoff gegen Meningokokken der Gruppe B (rDNA, Komponenten, adsorbiert)","NEISSERIA MENINGITIDIS (AUSZUG, PRODUKTE)",,Injektionssuspension,1 Stück,"Glas 0,5 ml",J07AH09,"Glaxosmithkline Vaccines S.r.l., Via Fiorentina 1, 53100 Siena, Italien","Glaxosmithkline Vaccines S.r.l., Via Fiorentina 1, 53100 Siena, Italien",eingeschränkt verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-27,2026-12-31,2026-08-27,2026-09-23T20:51:08.330396,153575
AT,Austria,BASG,Haemoctin SDH 500 Pulver und Lösungsmittel zur Herstellung einer Injektionslösung,GERINNUNGSFAKTOR VIII,100 IE/ml,Pulver und Lösungsmittel zur Herstellung einer Injektionslösung,1 Stück,"1 Durchstechflasche (20 ml) mit Pulver, Glastyp I (Ph.Eur.), Gefriertrocknungs-Stopfen aus Halobutyl-Kautschuk, Typ I (Ph. Eur.).  1 Durchstechflasche mit Lösungsmittel (5 ml), Glastyp I (Ph. Eur.),",B02BD02,"Biotest Pharma GmbH, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany","Biotest Pharma GmbH, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2026-06-02,2026-11-01,2026-09-14,2026-09-23T20:51:08.330407,45446
AT,Austria,BASG,Metronidazol Vioser 500 mg/100 ml Infusionslösung,METRONIDAZOL,500/100 mg/ml,Infusionslösung,1 Stück,1 x 100 ml in Druchstechflasche; Das Behältnis besteht aus Low-Density-Polyethylen (LDPE) ohne Zusatzstoffe,J01XD01,"Vioser S.A. Parenteral Solutions Industry, 9th Km National Road Trikala Larisa Taxiarches -, 421 00 Trikala, Hellenic Republic","Vioser S.A. Parenteral Solutions Industry, 9th Km National Road Trikala Larisa Taxiarches -, 421 00 Trikala, Hellenic Republic",eingeschränkt verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2022-05-10,,2022-05-18,2026-09-23T20:51:08.330416,22810
AT,Austria,BASG,Tyenne 162 mg Injektionslösung in einem Fertigpen,TOCILIZUMAB,162 mg,Injektionslösung im Fertigpen,4 Stück,"0,9 ml Lösung in einer Fertigspritze (Glasart I) mit fester Nadel aus rostfreiem Stahl. Die Spritze ist mit einem latexfreien Nadelschutz und einem Kolbenstopper (Brombutylgummi) versehen und enthäl",L04AC07,"Fresenius Kabi Deutschland GmbH, Else-Kröner-Straße 1, 61352 Bad Homburg, Federal Republic of Germany","Fresenius Kabi Deutschland GmbH, Else-Kröner-Straße 1, 61352 Bad Homburg, Federal Republic of Germany",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2026-06-11,,2026-06-16,2026-09-23T20:51:08.330425,128201
AT,Austria,BASG,Rosuvastatin HCS 5 mg Filmtabletten,ROSUVASTATIN CALCIUM,5 mg,Filmtablette,30 Stück,Blisterpackung OPA/Alu/PVC-Alu Folie oder perforierter Einzeldosis-Blister OPA/Alu/PVC-Alu Folie,C10AA07,"HCS B.V., Hendrik Kennisstraat 53, 2650 Edegem, Kingdom of Belgium","HCS B.V., Hendrik Kennisstraat 53, 2650 Edegem, Kingdom of Belgium",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-26,2026-10-15,2026-08-26,2026-09-23T20:51:08.330435,201030
AT,Austria,BASG,Vicard 1 mg - Tabletten,TERAZOSIN HYDROCHLORID,,Tablette,28 Stück,28 Stück,G04CA03,"Amdipharm Limited, 3 Burlington Road -, D04 RD68 Dublin 4, Irland","Amdipharm Limited, 3 Burlington Road -, D04 RD68 Dublin 4, Irland",resolved,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2023-04-15,2026-03-31,2026-03-02,2026-09-23T20:51:08.330446,
AT,Austria,BASG,Vicard 1 mg - Tabletten,TERAZOSIN HYDROCHLORID,,Tablette,10 Stück,10 Stück,G04CA03,"Amdipharm Limited, 3 Burlington Road -, D04 RD68 Dublin 4, Irland","Amdipharm Limited, 3 Burlington Road -, D04 RD68 Dublin 4, Irland",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2018-05-15,,2026-03-02,2026-09-23T20:51:08.330455,
AT,Austria,BASG,Ezetimib HCS 10 mg Tabletten,EZETIMIB,10 mg,Tablette,30 Stück,"30 Tabletten in (OPA/Alu/PVC//Alu) oder (perforierte Einzeldosis-Blisterpackung, OPA/Alu/PVC//Alu)",C10AX09,"HCS B.V., Hendrik Kennisstraat 53, 2650 Edegem, Kingdom of Belgium","HCS B.V., Hendrik Kennisstraat 53, 2650 Edegem, Kingdom of Belgium",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-07-07,2026-09-30,2026-08-25,2026-09-23T20:51:08.330465,70645
AT,Austria,BASG,Paspertin 10 mg - Ampullen,METOCLOPRAMIDHYDROCHLORID MONOHYDRAT,10 mg,Injektionslösung,5 Stück,5 Stück Weißglas-OPC (one-point-cut)-Ampullen zu 2 ml,A03FA01,"Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich","Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich",eingeschränkt verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-10-27,2026-10-30,2026-09-04,2026-09-23T20:51:08.330476,142670
AT,Austria,BASG,Cefotaxim-MIP 2 g - Pulver zur Herstellung einer Injektions- oder Infusionslösung,CEFOTAXIM NATRIUM,2 g,,10 Stück,10 Durchstechflaschen aus Glas,J01DD01,"MIP Pharma Austria GmbH, Maria-Theresien-Straße 7/II, 6020 Innsbruck, Österreich","MIP Pharma Austria GmbH, Maria-Theresien-Straße 7/II, 6020 Innsbruck, Österreich",Nicht verfügbar,Verzögerung in der Freigabe des Fertigproduktes,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Ja,,2026-08-05,2026-11-30,2026-08-05,2026-09-23T20:51:08.330486,79065
AT,Austria,BASG,Varitect CP 25 I.E./ml Infusionslösung,IMMUNGLOBULIN,25 IE/ml,Infusionslösung,5 ml,"5 ml Gebrauchsfertige Lösung zur intravenösen Infusion in Durchstechflaschen (Glasart II), mit Stopfen (Brombutyl) und Schutzkappe (Aluminium).",J06BB03,"Biotest Pharma GmbH, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany","Biotest Pharma GmbH, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany",Nicht verfügbar,Qualitätsprobleme bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-18,2027-01-31,2026-09-18,2026-09-23T20:51:08.330497,151882
AT,Austria,BASG,"Risperidon Actavis 37,5 mg Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension",RISPERIDON,"37,5 mg",Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension,1 Stück,"1 x Durchstechflasche aus Klarglas, verschlossen mit einem grauen Stopfen aus Chlorbutylgummi und versiegelt mit einer blauen Aluminium-Flip-off-Kappe, mit Pulver, eine Fertigspritze aus Klarglas mit",N05AX08,"Actavis Group PTC ehf., Dalshraun 1, 220 Hafnarfjördur, Republic of Iceland","Actavis Group PTC ehf., Dalshraun 1, 220 Hafnarfjördur, Republic of Iceland",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-07-02,2026-07-31,2026-04-09,2026-09-23T20:51:08.330508,68276
AT,Austria,BASG,Xarelto 10 mg Filmtabletten,RIVAROXABAN,10 mg,Filmtablette,5 Stück,5 Stück Filmtabletten in PP/Aluminiumfolie-Blisterpackungen,B01AF01,"Bayer AG, - -, 51368 Leverkusen, Federal Republic of Germany","Bayer AG, - -, 51368 Leverkusen, Federal Republic of Germany",Nicht verfügbar,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-07-13,2026-09-27,2026-09-04,2026-09-23T20:51:08.330518,88862
AT,Austria,BASG,GAMMAGARD S/D Pulver und Lösungsmittel zur Herstellung einer Infusionslösung,IMMUNGLOBULIN,,Pulver und Lösungsmittel zur Herstellung einer Infusionslösung,1 Stück,1 Durchstechflasche 10 g + 1 Lösungsmitteldurchstechflasche 192 ml,J06BA02,"Baxalta Innovations GmbH, Industriestraße 67, 1221 Wien, Österreich","BASG, Industriestraße 67, 1221 Wien, Österreich",verfügbar gemäß §4 (1),Verknappung des Wirkstoffes,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",2020-11-25,,2022-01-07,2026-09-23T20:51:08.330529,41084
AT,Austria,BASG,Octagam 5% Infusionslösung,IMMUNGLOBULIN,5 %,Infusionslösung,1 Stück,1 g in Durchstechflaschen aus Glas vom Typ II (Ph.Eur.) mit einem Gummistopfen (Brombutylgummi),J06BA02,"Octapharma Pharmazeutika Produktionsgesellschaft m.b.H., Oberlaaer Straße 235, 1100 Wien, Österreich","BASG, Oberlaaer Straße 235, 1100 Wien, Österreich",verfügbar gemäß §4 (1),Verknappung des Wirkstoffes,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",2020-11-27,,2022-06-28,2026-09-23T20:51:08.330538,
AT,Austria,BASG,Octagam 5% Infusionslösung,IMMUNGLOBULIN,5 %,Infusionslösung,1 Stück,5 g in Infusionsflaschen aus Glas vom Typ II (Ph.Eur.) mit einem Gummistopfen (Brombutylgummi),J06BA02,"Octapharma Pharmazeutika Produktionsgesellschaft m.b.H., Oberlaaer Straße 235, 1100 Wien, Österreich","BASG, Oberlaaer Straße 235, 1100 Wien, Österreich",verfügbar gemäß §4 (1),Verknappung des Wirkstoffes,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",2020-11-27,,2022-06-28,2026-09-23T20:51:08.330548,
AT,Austria,BASG,Octagam 5% Infusionslösung,IMMUNGLOBULIN,5 %,Infusionslösung,1 Stück,"2,5 g in Infusionsflaschen aus Glas vom Typ II (Ph.Eur.) mit einem Gummistopfen (Brombutylgummi)",J06BA02,"Octapharma Pharmazeutika Produktionsgesellschaft m.b.H., Oberlaaer Straße 235, 1100 Wien, Österreich","BASG, Oberlaaer Straße 235, 1100 Wien, Österreich",verfügbar gemäß §4 (1),Verknappung des Wirkstoffes,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",2020-11-27,,2022-06-28,2026-09-23T20:51:08.330557,
AT,Austria,BASG,Octagam 5% Infusionslösung,IMMUNGLOBULIN,5 %,Infusionslösung,1 Stück,10 g in Infusionsflaschen aus Glas vom Typ II (Ph.Eur.) mit einem Gummistopfen (Brombutylgummi),J06BA02,"Octapharma Pharmazeutika Produktionsgesellschaft m.b.H., Oberlaaer Straße 235, 1100 Wien, Österreich","BASG, Oberlaaer Straße 235, 1100 Wien, Österreich",verfügbar gemäß §4 (1),Verknappung des Wirkstoffes,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",2020-11-27,,2022-06-28,2026-09-23T20:51:08.330566,
AT,Austria,BASG,Teicoplanin Viatris 400 mg Pulver zur Herstellung einer Injektions-/Infusionslösung oder einer Lösung zum Einnehmen,TEICOPLANIN,400 mg,Pulver zur Herstellung einer Injektions-/Infusionslösung,5 Stück,5 x 10ml-Durchstechflasche aus Typ II-Glas mit Chlorobutyl- Gummistopfen und einer Aluminium-Flip-off-Kappe,J01XA02,"Viatris Limited, Damastown Industrial Park Mulhuddart -, D15 XD71 Dublin 15, Irland","Viatris Limited, Damastown Industrial Park Mulhuddart -, D15 XD71 Dublin 15, Irland",Nicht verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-07-16,2026-10-22,2026-09-07,2026-09-23T20:51:08.330576,33588
AT,Austria,BASG,Aripiprazol ratiopharm 15 mg Tabletten,ARIPIPRAZOL,15 mg,Tablette,30 Stück,30 Stück in OPA/Al/PVC//Al-Blisterpackungen,N05AX12,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",resolved,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-07-13,,2026-09-22,2026-09-23T20:51:08.330585,75256
AT,Austria,BASG,Aripiprazol ratiopharm 15 mg Tabletten,ARIPIPRAZOL,15 mg,Tablette,10 Stück,10 Stück in OPA/Al/PVC//Al-Blisterpackungen,N05AX12,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-07,,2026-09-22,2026-09-23T20:51:08.330596,75256
AT,Austria,BASG,Clarithromycin ratiopharm GmbH 500 mg Filmtabletten,CLARITHROMYCIN,,Filmtablette,7 Stück,7 Filmtabletten (PVC/PVdC/Al-Blister transparent),J01FA09,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",resolved,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-01-14,,2026-08-31,2026-09-23T20:51:08.330604,39977
AT,Austria,BASG,Clarithromycin ratiopharm GmbH 500 mg Filmtabletten,CLARITHROMYCIN,,Filmtablette,14 Stück,14 Filmtabletten (PVC/PVdC/Al-Blister transparent),J01FA09,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2024-10-21,2026-09-30,2026-08-31,2026-09-23T20:51:08.330615,39977
AT,Austria,BASG,OsvaRen 435 mg/235 mg Filmtabletten,"BASISCHES MAGNESIUMCARBONAT, CALCIUMACETAT",435 mg/235 mg,Filmtablette,180 Stück,HDPE-Behältnis,V03AE04,"Fresenius Medical Care Nephrologica Deutschland GmbH, Else-Kröner-Straße 1, 61352 Bad Homburg, Federal Republic of Germany","Fresenius Medical Care Nephrologica Deutschland GmbH, Else-Kröner-Straße 1, 61352 Bad Homburg, Federal Republic of Germany",Nicht verfügbar,Qualitätsprobleme des Fertigproduktes,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-03-24,2027-03-31,2026-02-25,2026-09-23T20:51:08.330626,98167
AT,Austria,BASG,"Venlafaxin Sandoz GmbH 75 mg – Hartkapseln, retardiert",VENLAFAXIN HYDROCHLORID,75 mg,"Hartkapsel, retardiert",30 Stück,30 Kapseln in Aluminium-PVC/ACLAR-Blister,N06AX16,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-02-18,,2026-02-18,2026-09-23T20:51:08.330635,47511
AT,Austria,BASG,Ramipril Sandoz 5 mg - Tabletten,RAMIPRIL,,Tablette,30 Stück,30 Stück (Al/Blister),C09AA05,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-16,,2026-09-21,2026-09-23T20:51:08.330644,50563
AT,Austria,BASG,"balance 4,25% Glucose, 1,75 mmol/l Calcium, Peritonealdialyselösung","CALCIUMCHLORID, MAGNESIUMCHLORID, NATRIUMCHLORID, GLUCOSE, NATRIUMLACTAT",,Peritonealdialyselösung,4 Stück,4 x 2000 ml (stay safe balance),B05DB,"Fresenius Medical Care Deutschland GmbH, Else-Kröner-Straße 1, 61352 Bad Homburg, Federal Republic of Germany","Fresenius Medical Care Deutschland GmbH, Else-Kröner-Straße 1, 61352 Bad Homburg, Federal Republic of Germany",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2025-07-15,2026-12-31,2025-07-11,2026-09-23T20:51:08.330658,
AT,Austria,BASG,Tacni transplant 1 mg Hartkapseln,TACROLIMUS,1 mg,Hartkapsel,60 Stück,60 Stück (PVC/PVdC-Al-Blister),L04AD02,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-14,,2026-09-15,2026-09-23T20:51:08.330671,92371
AT,Austria,BASG,Montelukast Sandoz 4 mg - Kautabletten,MONTELUKAST NATRIUM,4 mg,Kautablette,30 Stück,30 Stück in OPA/Alu/PE/Alu-Blister,R03DC03,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-17,,2026-08-17,2026-09-23T20:51:08.330680,67857
AT,Austria,BASG,"Bosentan Reddy 62,5 mg Filmtabletten",BOSENTAN MONOHYDRAT,62.5 mg,Filmtablette,56 Stück,Blisterpackung aus Alu/Alu (OPA/Alu/PVC-Alu) oder Triplex (PVC/PE/PVdC-Alu).,C02KX01,"Reddy Holding GmbH, Kobelweg 95, 86156 Augsburg, Federal Republic of Germany","Reddy Holding GmbH, Kobelweg 95, 86156 Augsburg, Federal Republic of Germany",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2026-09-14,2026-11-30,2026-09-14,2026-09-23T20:51:08.330691,67369
AT,Austria,BASG,Sertralin 1A Pharma 50 mg - Filmtabletten,SERTRALIN HYDROCHLORID,50 mg,Filmtablette,10 Stück,10 Stück in Alu/PVC-Blister,N06AB06,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-07-27,,2026-07-27,2026-09-23T20:51:08.330699,39403
AT,Austria,BASG,Memantin ratiopharm GmbH 20 mg Filmtabletten,MEMANTIN HYDROCHLORID,20 mg,Filmtablette,28 Stück,PVC/PVDC-Aluminium-Blisterpackungen: 28 Filmtabletten,N06DX01,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-07-13,,2026-07-14,2026-09-23T20:51:08.330709,87912
AT,Austria,BASG,Lisinopril-HCT ratiopharm - Tabletten,"HYDROCHLOROTHIAZID, LISINOPRIL",,Tablette,30 Stück,30 Stück in PVC/PVDC-Alu-Blister,C09BA03,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-07,,2026-09-08,2026-09-23T20:51:08.330718,30090
