country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,shortage_start,estimated_end,expected_period,status,reason,detail_url,published_date,scraped_at,atc_code,prk
DK,Denmark,LMST,"Isosorbidmononitrat ""2care4"" 60 mg depottabletter ",Isosorbidmononitrat ATC-kode: C01DA14 Forventet periode: Start april 2026 - ukendt Årsag: Leveringsvanskeligheder Virksomhed: 2care4 ApS Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-04-13,,Start april 2026 - ukendt,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/isosorbidmononitrat-2care4-60-mg-forsyningsvanskelighed/,2026-04-13T09:02:00Z,2026-09-23T20:54:00.192340,C01DA14,27030
DK,Denmark,LMST,"Octostim 1,5 mg/ml næsespray",Desmopressin ATC-kode: H01BA02 Forventet periode : Juli 2020 - slut september 2026 Årsag: Kvalitetsproblemer Virksomhed: Ferring Lægemidler A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-04-10,2026-09-25,Juli 2020 - slut september 2026,shortage,Kvalitetsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human/forsyningsvanskeligheder-for-octostim/,2026-04-10T09:13:00Z,2026-09-23T20:54:00.192342,H01BA02,
DK,Denmark,LMST,"Pentasa Sachet 2 g depotgranulat, enkeltdosisbeholder (2care4)",Mesalazin ATC-kode: A07EC02 Forventet periode: Start april 2026 - ukendt Årsag: Leveringsvanskeligheder Virksomhed: 2care4 ApS Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-04-09,,Start april 2026 - ukendt,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/pentasa-sachet-2-g-depotgranulat-2care4-forsyningsvanskelighed/,2026-04-09T08:41:00Z,2026-09-23T20:54:00.192343,A07EC02,79820
DK,Denmark,LMST,"Isosorbidmononitrat ""Nordic Prime"" 60 mg depottabletter ",Isosorbidmononitrat ATC-kode: C01DA14 Forventet periode: Midt november 2025 - ukendt Årsag: Kommercielle årsager Virksomhed: Nordic Prime ApS Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-03-27,,Midt november 2025 - ukendt,shortage,Kommercielle årsager,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/isosorbidmononitrat-nordic-prime-60-mg-forsyningsvanskelighed/,2026-03-27T15:23:00Z,2026-09-23T20:54:00.192345,C01DA14,27030
DK,Denmark,LMST,"Separon Vet. 40 mg/ml injektionsvæske, opløsning",Azaperon ATC-kode: QN05AD90 Forventet periode: Fra midt december 2025 Årsag: Leveringsvanskeligheder Virksomhed: Salfarm Danmark A/S Yderligere information: Permanent ophør Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-03-27,,Fra midt december 2025,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/veterinaer-2026/separon-vet-forsyningsvanskelighed/,2026-03-27T14:23:00Z,2026-09-23T20:54:00.192346,QN05AD90,
DK,Denmark,LMST,"Vazkepa 998 mg kapsler, bløde",Icosapentethyl (icosapent(epa)ethylester) ATC-kode: C10AX06 Forventet periode: Slut marts 2026 - start januar 2027 Årsag: Kommercielle årsager Virksomhed: Recordati AB Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-03-26,2027-01-05,Slut marts 2026 - start januar 2027,shortage,Kommercielle årsager,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/vazkepa-forsyningsvanskelighed/,2026-03-26T13:41:00Z,2026-09-23T20:54:00.192348,C10AX06,225940
DK,Denmark,LMST,"Fotil 20+5 mg/ml øjendråber, opløsning ","Pilocarpin, timolol (pilocarpinhydrochlorid, timololmaleat) ATC-kode: S01EB51 Forventet periode: Fra start januar 2026 Årsag: Leveringsvanskeligheder Virksomhed: Santen Pharma AB Yderligere information: Permanent markedsophør Spørgsmål om aktuel status skal stilles til virksomheden",,,,2026-03-25,,Fra start januar 2026,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/fotil-forsyningsvanskelighed/,2026-03-25T08:57:00Z,2026-09-23T20:54:00.192349,S01EB51,
DK,Denmark,LMST,Lyrica 20 mg/ml oral opløsning (Paranova),Pregabalin ATC-kode: N02BF02 Forventet periode: Slut februar 2026 - ukendt Årsag: Leveringsvanskeligheder Virksomhed: Paranova Danmark A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-03-19,,Slut februar 2026 - ukendt,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/lyrica-20-mgml-paranova-forsyningsvanskelighed/,2026-03-19T07:31:00Z,2026-09-23T20:54:00.192350,N02BF02,199303
DK,Denmark,LMST,"Palmeux 50 mg depotinjektionsvæske, suspension i fyldt injektionssprøjte",Paliperidon (paliperidonpalmitat) ATC-kode: N05AX13 Forventet periode: Start november 2025 - slut december 2026 Årsag: Kvalitetsproblemer Virksomhed: Amdipharm Limited Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-03-18,2026-12-25,Start november 2025 - slut december 2026,shortage,Kvalitetsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/palmeux-50-mg-forsyningsvanskelighed/,2026-03-18T15:09:00Z,2026-09-23T20:54:00.192352,N05AX13,96962
DK,Denmark,LMST,"Palmeux 100 mg depotinjektionsvæske, suspension i fyldt injektionssprøjte",Paliperidon (paliperidonpalmitat) ATC-kode: N05AX13 Forventet periode: Start november 2025 - slut december 2026 Årsag: Kvalitetsproblemer Virksomhed: Amdipharm Limited Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-03-18,2026-12-25,Start november 2025 - slut december 2026,shortage,Kvalitetsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/palmeux-100-mg-forsyningsvanskelighed/,2026-03-18T15:08:00Z,2026-09-23T20:54:00.192355,N05AX13,96989
DK,Denmark,LMST,Minprostin 3 mg vaginaltabletter,Dinoproston ATC-kode: G02AD02 Forventet periode: Fra start december 2025 Årsag: Kommercielle årsager Virksomhed: Pfizer ApS Yderligere information: Permanent markedsophør Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-03-18,,Fra start december 2025 ,shortage,Kommercielle årsager,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2025/minprostin-forsyningsvanskelighed/,2026-03-18T15:03:00Z,2026-09-23T20:54:00.192356,G02AD02,
DK,Denmark,LMST,"Ketaminol Vet. 100 mg/ml injektionsvæske, opløsning",Ketamin (ketaminhydrochlorid) ATC-kode: QN01AX03 Forventet periode: Fra midt februar 2026 Årsag: Produktionsproblemer Virksomhed: MSD Animal Health A/S Yderligere information: Permanent ophør Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-03-13,,Fra midt februar 2026,shortage,Produktionsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/veterinaer-2026/ketaminol-vet-100-mgml-forsyningsvanskelighed/,2026-03-13T13:13:00Z,2026-09-23T20:54:00.192357,QN01AX03,
DK,Denmark,LMST,"Ketaminol Vet. 50 mg/ml injektionsvæske, opløsning",Ketamin (ketaminhydrochlorid) ATC-kode: QN01AX03 Forventet periode: Fra midt februar 2026 Årsag: Kommercielle årsager Virksomhed: MSD Animal Health A/S Yderligere information: Permanent ophør Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-03-13,,Fra midt februar 2026,shortage,Kommercielle årsager,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/veterinaer-2026/ketaminol-vet-50-mgml-forsyningsvanskelighed/,2026-03-13T13:11:00Z,2026-09-23T20:54:00.192359,QN01AX03,
DK,Denmark,LMST,"Rimactan 300 mg kapsler, hårde (2care4 ApS)",Rifampicin ATC-kode: J04AB02 Forventet periode: Midt februar 2026 - ukendt Årsag: Leveringsvanskeligheder Virksomhed: 2care4 ApS Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-03-12,,Midt februar 2026 - ukendt,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/rimactan-300-mg-2care4-aps-forsyningsvanskelighed/,2026-03-12T14:06:00Z,2026-09-23T20:54:00.192360,J04AB02,7064
DK,Denmark,LMST,"Rimactan 300 mg kapsler, hårde (Sandoz A/S)",Rifampicin ATC-kode: J04AB02 Forventet periode: Midt februar - slut oktober 2026 Årsag: Øget salg/efterspørgsel Virksomhed: Sandoz A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-03-12,2026-10-25,Midt februar - slut oktober 2026,shortage,Øget salg/efterspørgsel,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/rimactan-300-mg-sandoz-as-forsyningsvanskelighed/,2026-03-12T14:04:00Z,2026-09-23T20:54:00.192362,J04AB02,7064
DK,Denmark,LMST,Moviprep Appelsin pulver til oral opløsning,"Ascorbinsyre (vitamin C), kaliumchlorid, macrogol 3350, natriumascorbat, natriumchlorid og natriumsulfat ATC-kode: A06AD Forventet periode: Fra start marts 2024 Årsag: Leveringsvanskeligheder Virksomhed: Norgine Danmark A/S Yderligere information: Permanent markedsophør Spørgsmål om aktuel status skal stilles til virksomheden",,,,2026-03-03,,Fra start marts 2024,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/moviprep-appelsin-forsyningsvanskelighed/,2026-03-03T09:55:00Z,2026-09-23T20:54:00.192364,,
DK,Denmark,LMST,Moviprep pulver til oral opløsning (Norgine),"Ascorbinsyre (vitamin C), kaliumchlorid, macrogol 3350, natriumascorbat, natriumchlorid og natriumsulfat ATC-kode: A06AD Forventet periode: Fra start november 2025 Årsag: Leveringsvanskeligheder Virksomhed: Norgine Danmark A/S Yderligere information: Permanent markedsophør Spørgsmål om aktuel status skal stilles til virksomheden",,,,2026-03-03,,Fra start november 2025,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/moviprep-norgine-forsyningsvanskelighed/,2026-03-03T09:51:00Z,2026-09-23T20:54:00.192365,,
DK,Denmark,LMST,"RenuTend injektionsvæske, suspension",Chondrogenisk inducerede equine allogeneiske mesenkymale stamceller af periferal blod-oprindelse (hestestamceller) ATC-kode: QM09AX90 Forventet periode: Slut august 2024 - slut oktober 2026 Årsag: Kvalitetsproblemer Virksomhed: Boehringer Ingelheim Animal Health Nordics A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-02-27,2026-10-25,Slut august 2024 - slut oktober 2026,shortage,Kvalitetsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/veterinaer-2024/renutend-forsyningsvanskelighed/,2026-02-27T10:56:00Z,2026-09-23T20:54:00.192367,QM09AX90,
DK,Denmark,LMST,"Arti-Cell Forte injektionsvæske, suspension",,,,,2026-02-27,2026-10-25,Start august 2023 - slut oktober 2026,shortage,Kvalitetsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/veterinaer-2023/arti-cell-forte-injektionsvaeske-forsyningsvanskelighed/,2026-02-27T10:53:00Z,2026-09-23T20:54:00.192369,,
DK,Denmark,LMST,Levosert One 20 mikrogram/24 timer intrauterint indlæg,Levonorgestrel ATC-kode: G02BA03 Forventet periode: Slut februar 2026 - ukendt Årsag: Leveringsvanskeligheder Virksomhed: Gedeon Richter Plc,,,,2026-02-26,,Slut februar 2026 - ukendt,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/levosert-one-forsyningsvanskelighed/,2026-02-26T14:09:00Z,2026-09-23T20:54:00.192371,G02BA03,
DK,Denmark,LMST,Rimactazid 150+75 mg filmovertrukne tabletter,Rifampicin og isoniazid ATC-kode: J04AM02 Forventet periode: Slut februar - slut oktober 2026 Årsag: Øget salg/efterspørgsel Virksomhed: Sandoz A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-02-25,2026-10-25,Slut februar - slut oktober 2026,shortage,Øget salg/efterspørgsel,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/rimactazid-forsyningsvanskelighed/,2026-02-25T10:29:00Z,2026-09-23T20:54:00.192374,J04AM02,40061
DK,Denmark,LMST,Dexofan 30 mg filmovertrukne tabletter,Dextromethorphan (dextromethorphanhydrobromid) ATC-kode: R05DA09 Forventet periode: Midt februar 2026 - ukendt Årsag: Produktionsproblemer Virksomhed: Orifarm Generics A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-02-25,,Midt februar 2026 - ukendt,shortage,Produktionsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/dexofan-forsyningsvanskelighed/,2026-02-25T09:05:00Z,2026-09-23T20:54:00.192376,R05DA09,
DK,Denmark,LMST,"Genotropin Miniquick 0,6 mg pulver og solvens til injektionsvæske, opløsning",Somatropin ATC-kode: H01AC01 Forventet periode: Fra midt august 2025 Årsag: Øget salg/efterspørgsel Virksomhed: Pfizer ApS Yderligere information: Permanent markedsophør Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-02-20,,Fra midt august 2025,shortage,Øget salg/efterspørgsel ,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2025/genotropin-forsyningsvanskelighed/,2026-02-20T12:25:00Z,2026-09-23T20:54:00.192377,H01AC01,
DK,Denmark,LMST,"Tolterodintartrat ""Teva"" 4 mg depotkapsler, hårde",Tolterodin (tolterodintartrat) ATC-kode: G04BD07 Forventet periode: Midt september 2024 - midt december 2026 Årsag: Forsinkelser hos fremstiller Virksomhed: Teva Denmark A/S Yderligere information: Det er muligt at søge om udleveringstilladelse Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-02-19,2026-12-15,Midt september 2024 - midt december 2026,shortage,Forsinkelser hos fremstiller,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2025/tolterodintartrat-teva-4-mg-forsyningsvanskelighed/,2026-02-19T14:15:00Z,2026-09-23T20:54:00.192379,G04BD07,60534
DK,Denmark,LMST,"Tolterodintartrat ""Teva"" 2 mg depotkapsler, hårde",Tolterodin (tolterodintartrat) ATC-kode: G04BD07 Forventet periode: Midt september 2024 - midt december 2026 Årsag: Forsinkelser hos fremstiller Virksomhed: Teva Denmark A/S Yderligere information: Det er muligt at søge om udleveringstilladelse Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-02-19,2026-12-15,Midt september 2024 - midt december 2026,shortage,Forsinkelser hos fremstiller,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2025/tolterodintartrat-teva-2-mg-forsyningsvanskelighed/,2026-02-19T14:05:00Z,2026-09-23T20:54:00.192381,G04BD07,66842
DK,Denmark,LMST,"Fostimon Set 75 IE pulver og solvens til injektionsvæske, opløsning",Urofollitropin (uFSH) ATC-kode: G03GA04 Forventet periode: Fra start februar 2026 Årsag: Leveringsvanskeligheder Virksomhed: IBSA Farmaceutici Italia S,,,,2026-02-10,,Fra start februar 2026,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2025/fostimon-set-75ie-forsyningsvanskelighed/,2026-02-10T17:00:00Z,2026-09-23T20:54:00.192383,G03GA04,82414
DK,Denmark,LMST,"Glytrin 0,4 mg/dosis sublingualspray",Glyceryltrinitrat ATC-kode: C01DA02 Forventet periode: Start marts 2023 – slut december 2026 Årsag: Forsinkelser hos fremstiller Virksomhed: Evolan Pharma AB Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-02-10,2023-03-05,Start marts 2023 – slut december 2026,shortage,Forsinkelser hos fremstiller,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2023/glytrin-forsyningsvanskeligheder/,2026-02-10T14:01:00Z,2026-09-23T20:54:00.192385,C01DA02,72214
DK,Denmark,LMST,"Striverdi Respimat 2,5 mikrogram inhalationsvæske, opløsning ",Olodaterol ATC-kode: R03AC19 Forventet periode: Fra start maj 2026 Årsag: Kommercielle årsager Virksomhed: Boehringer Ingelheim Danmark A/S Yderligere information: Permanent markedsophør Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-02-09,,Fra start maj 2026,shortage,Kommercielle årsager,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/striverdi-respimat-forsyningsvanskelighed/,2026-02-09T13:31:00Z,2026-09-23T20:54:00.192386,R03AC19,113166
DK,Denmark,LMST,Zeldox 10 mg/ml oral suspension,Ziprasidon (ziprasidonhydrochlorid) ATC-kode: N05AE04 Forventet periode: Fra midt december 2025 Årsag: Produktionsproblemer Virksomhed: Viatris ApS Yderligere information: Permanent markedsophør Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-02-09,,Fra midt december 2025,shortage,Produktionsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2025/zeldox-oral-suspension-forsyningsvanskelighed/,2026-02-09T11:41:00Z,2026-09-23T20:54:00.192388,N05AE04,
DK,Denmark,LMST,Vimpat 10 mg/ml syrup (Medartuum),Lacosamid ATC-kode: N03AX18 Forventet periode: Start januar 2026 - ukendt Årsag: Leveringsvanskeligheder Virksomhed: Medartuum AB Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-02-06,,Start januar 2026 - ukendt,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/vimpat-10-mgml-syrup-medartuum-forsyningsvanskelighed/,2026-02-06T13:07:00Z,2026-09-23T20:54:00.192389,N03AX18,101893
DK,Denmark,LMST,"Esketamine ""Orifarm"" 25 mg/ml injektions-/infusionsvæske, opløsning",Esketamin (esketaminhydrochlorid) ATC-kode: N01AX14 Forventet periode: Fra slut august 2025 Årsag: Leveringsvanskeligheder Virksomhed: Orifarm Generics A/S Yderligere information: Permanent markedsophør Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-02-06,,Fra slut august 2025,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/esketamine-orifarm-forsyningsvanskelighed/,2026-02-06T10:34:00Z,2026-09-23T20:54:00.192390,N01AX14,
DK,Denmark,LMST,"Visudyne 15 mg pulver til infusionsvæske, opløsning (Orifarm)",Verteporfin ATC-kode: S01LA01 Forventet periode: November 2025 - ukendt Årsag: Leveringsvanskeligheder Virksomhed: Orifarm A/S Yderligere information: Det er muligt at søge om udleveringstilladelse Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-02-02,,November 2025 - ukendt,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/visudyne-orifarm-forsyningsvanskelighed/,2026-02-02T14:02:00Z,2026-09-23T20:54:00.192391,S01LA01,58963
DK,Denmark,LMST,"Fixapost 50 mikrogram/ml+5 mg/ml øjendråber, opløsning, enkeltdosisbeholder","Latanoprost, timolol ATC-kode: S01ED51 Forventet periode: Start november 2025 - ukendt Årsag: Leveringsvanskeligheder Virksomhed: Orifarm A/S Spørgsmål om aktuel status skal stilles til virksomheden",,,,2026-01-27,,Start november 2025 - ukendt,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/fixapost-forsyningsvanskelighed/,2026-01-27T10:01:00Z,2026-09-23T20:54:00.192392,S01ED51,212156
DK,Denmark,LMST,Ridamec 1 mg/ml oral opløsning,Moxidectin ATC-kode: QP54AB02 Forventet periode: Start november 2025 - start september 2026 Årsag: Leveringsvanskeligheder Virksomhed: ScanVet Animal Health A/S Yderligere information: Det er muligt at søge om udleveringstilladelse Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-01-26,2026-09-05,Start november 2025 - start september 2026,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/veterinaer-2025/ridamec-forsyningsvanskelighed/,2026-01-26T10:56:00Z,2026-09-23T20:54:00.192395,QP54AB02,
DK,Denmark,LMST,Tizanidin Teva 2 mg tabletter (Orifarm),Tizanidin (tizanidinhydrochlorid) ATC-kode: M03BX02 Forventet periode: Midt september 2025 - ukendt Årsag: Leveringsvanskeligheder Virksomhed: Orifarm A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-01-26,,Midt september 2025 - ukendt ,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/tizanidin-teva-2-mg-orifarm-forsyningsvanskelighed/,2026-01-26T09:06:00Z,2026-09-23T20:54:00.192396,M03BX02,22993
DK,Denmark,LMST,"Brimonidintartrat ""1A Farma"" 2 mg/ml øjendråber, opløsning",Brimonidintartrat ATC-kode: S01EA05 Forventet periode: Start august 2024 - ukendt Årsag: Produktionsproblemer Virksomhed: 1A Farma A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-01-22,,Slut august 2024 - ukendt,shortage,Produktionsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2024/brimonidintartrat-1a-farma-forsyningsvanskelighed/,2026-01-22T09:27:00Z,2026-09-23T20:54:00.192397,S01EA05,
DK,Denmark,LMST,Bactroban 2 % creme,Mupirocin (mupirocincalcium) ATC-kode: D06AX09 Forventet periode: Fra midt januar 2026 Årsag: Kommercielle årsager Virksomhed: GlaxoSmithKline Pharma A/S Yderligere information: Permanent markedsophør Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-01-16,,Fra midt januar 2026,shortage,Kommercielle årsager,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/bactroban-2-creme-forsyningsvanskelighed/,2026-01-16T14:56:00Z,2026-09-23T20:54:00.192399,D06AX09,25739
DK,Denmark,LMST,"Apixaban ""Teva GmbH"" 2,5 mg filmovertrukne tabletter",Apixaban ATC-kode: B01AF02 Forventet periode: Slut september 2025 - ukendt Årsag: Leveringsvanskeligheder Virksomhed: Teva Denmark A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-01-16,,Slut september 2025 - ukendt,shortage,Leveringsvanskeligheder,"https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/apixaban-teva-gmbh-2,5-mg-forsyningsvanskelighed/",2026-01-16T10:54:00Z,2026-09-23T20:54:00.192400,B01AF02,99066
DK,Denmark,LMST,"Apixaban ""Sandoz"" 2,5 mg filmovertrukne tabletter",Apixaban ATC-kode: B01AF02 Forventet periode: Midt oktober 2025 - ukendt Årsag: Leveringsvanskeligheder Virksomhed: Sandoz A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-01-16,,Midt oktober 2025 - ukendt,shortage,Leveringsvanskeligheder,"https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/apixaban-sandoz-2,5-mg-forsyningsvanskelighed/",2026-01-16T10:52:00Z,2026-09-23T20:54:00.192401,B01AF02,99066
DK,Denmark,LMST,Aubagio 7 mg filmovertrukne tabletter,Teriflunomid ATC-kode: L04AK02 Forventet periode: Fra midt marts 2026 Årsag: Kommercielle årsager Virksomhed: Sanofi A/S Yderligere information: Permanent markedsophør Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-01-15,,Fra midt marts 2026,shortage,Kommercielle årsager,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/aubagio-7-mg-forsyningsvanskelighed/,2026-01-15T10:39:00Z,2026-09-23T20:54:00.192402,L04AK02,213543
DK,Denmark,LMST,Strattera 4 mg/ml oral opløsning,"Atomoxetin (Atomoxetinhydrochlorid) ATC-kode: N06BA09 Forventet periode: Fra start december 2025 Årsag: Kommercielle årsager Virksomhed: Eli Lilly Danmark A/S Yderligere information : Det er muligt at søge om udleveringstilladelse , permanent markedsophør Til virksomheder: Liste over lægemidler hvor der ønskes flere markedsføringstilladelser Spørgsmål om aktuel status skal stilles til virksomheden",,,,2026-01-14,,Fra start december 2025,shortage,Kommercielle årsager,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2025/strattera-forsyningsvanskelighed/,2026-01-14T13:14:00Z,2026-09-23T20:54:00.192404,N06BA09,
