country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,enr,atc_code,shortage_start,estimated_end,status,reason,meldungsart,mah,scraped_at,prk
DE,Germany,BfArM,Escitalopram-Micro Labs 5 mg Filmtabletten,Escitalopramoxalat,,,11695896,2186904,N06AB10,2026-06-30,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-21T14:49:19.188648,97802
DE,Germany,BfArM,Pantoprazol-Micro Labs 40 mg magensaftresistente Tabletten,Pantoprazol-Natrium-Sesquihydrat,,,10516704,2179977,A02BC02,2026-07-03,2026-09-25,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-21T14:49:19.188680,43044
DE,Germany,BfArM,Pantoprazol-Micro Labs 40 mg magensaftresistente Tabletten,Pantoprazol-Natrium-Sesquihydrat,,,10516710,2179977,A02BC02,2026-07-03,2026-09-25,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-21T14:49:19.188714,43044
DE,Germany,BfArM,Pantoprazol-Micro Labs 40 mg magensaftresistente Tabletten,Pantoprazol-Natrium-Sesquihydrat,,,17378458,2179977,A02BC02,2026-07-03,2026-09-25,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-21T14:49:19.188741,43044
DE,Germany,BfArM,Pantoprazol-Micro Labs 40 mg magensaftresistente Tabletten,Pantoprazol-Natrium-Sesquihydrat,,,17378464,2179977,A02BC02,2026-07-03,2026-09-25,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-21T14:49:19.188768,43044
DE,Germany,BfArM,Pantoprazol-Micro Labs 40 mg magensaftresistente Tabletten,Pantoprazol-Natrium-Sesquihydrat,,,17378470,2179977,A02BC02,2026-07-03,2026-09-25,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-21T14:49:19.188794,43044
DE,Germany,BfArM,Pantoprazol-Micro Labs 40 mg magensaftresistente Tabletten,Pantoprazol-Natrium-Sesquihydrat,,,18874024,2179977,A02BC02,2026-07-03,2026-09-25,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-21T14:49:19.188823,43044
DE,Germany,BfArM,"Amitriptylin Micro Labs 22,1 mg Filmtabletten",Amitriptylinhydrochlorid,,,16531739,2201945,N06AA09,2026-03-26,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-21T14:49:19.188850,
DE,Germany,BfArM,"Amitriptylin Micro Labs 22,1 mg Filmtabletten",Amitriptylinhydrochlorid,,,16531745,2201945,N06AA09,2026-03-26,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-21T14:49:19.188876,7854
DE,Germany,BfArM,"Amitriptylin Micro Labs 22,1 mg Filmtabletten",Amitriptylinhydrochlorid,,,16531751,2201945,N06AA09,2026-03-26,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-21T14:49:19.188906,7854
DE,Germany,BfArM,"Amitriptylin Micro Labs 88,38 mg Filmtabletten",Amitriptylinhydrochlorid,,,16531886,2201948,N06AA09,2026-08-14,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-21T14:49:19.188935,
DE,Germany,BfArM,"Amitriptylin Micro Labs 88,38 mg Filmtabletten",Amitriptylinhydrochlorid,,,16531892,2201948,N06AA09,2026-08-14,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-21T14:49:19.188962,
DE,Germany,BfArM,"Amitriptylin Micro Labs 88,38 mg Filmtabletten",Amitriptylinhydrochlorid,,,16531900,2201948,N06AA09,2026-08-14,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-21T14:49:19.189019,
DE,Germany,BfArM,"Amitriptylin Micro Labs 44,19 mg Filmtabletten",Amitriptylinhydrochlorid,,,16531774,2201946,N06AA09,2026-08-14,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-21T14:49:19.189109,7862
DE,Germany,BfArM,"Amitriptylin Micro Labs 44,19 mg Filmtabletten",Amitriptylinhydrochlorid,,,16531780,2201946,N06AA09,2026-08-14,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-21T14:49:19.189159,7862
DE,Germany,BfArM,"Moxifloxacin Micro Labs 5 mg/ml Augentropfen, Lösung",Moxifloxacinhydrochlorid (Ph.Eur.) ((mit Angaben zum Wasser-Gehalt (1:x))),,,16385657,2199474,S01AE07,2026-08-25,2026-10-09,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-21T14:49:19.189230,221031
DE,Germany,BfArM,Gabapentin-Micro Labs 800 mg Filmtabletten,Gabapentin,,,10517187,2183414,N02BF01,2026-03-19,2026-10-05,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-21T14:49:19.189265,57568
DE,Germany,BfArM,Gabapentin-Micro Labs 800 mg Filmtabletten,Gabapentin,,,10517193,2183414,N02BF01,2026-03-19,2026-10-05,shortage,Sonstige,Änderungsmeldung,Micro Labs GmbH,2026-09-21T14:49:19.189295,57568
DE,Germany,BfArM,Palonosetron Fresenius Kabi 250 Mikrogramm Injektionslösung,Palonosetronhydrochlorid,,,14240239,2195306,A04AA05,2026-08-17,2026-10-07,shortage,Produktionsproblem,Änderungsmeldung,Fresenius Kabi Deutschland GmbH,2026-09-21T14:49:19.189322,
DE,Germany,BfArM,Dexahexal 4 mg,Dexamethasondihydrogenphosphat-Dinatrium (Ph.Eur.),,,1276891,2150745,H02AB02,2026-02-12,2026-12-31,shortage,Sonstige,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.189349,75108
DE,Germany,BfArM,Cefuroxim - 1 A Pharma 125 mg/5 ml Granulat zur Herstellung einer Suspension zum Einnehmen,Cefuroximaxetil,,,18168705,2122755,J01DC02,2026-07-14,2026-11-13,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.189376,
DE,Germany,BfArM,"BisoHEXAL plus 5/12,5",Bisoprololfumarat (Ph.Eur.); Hydrochlorothiazid,,,2426625,2146827,C07BB07,2026-02-19,2026-12-18,shortage,Sonstige,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.189403,39527
DE,Germany,BfArM,Abirateron HEXAL 1000 mg Filmtabletten,Abirateronacetat,,,17560536,7000245,L02BX03,2026-01-21,2026-11-06,shortage,Sonstige,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.189430,216526
DE,Germany,BfArM,Abirateron HEXAL 1000 mg Filmtabletten,Abirateronacetat,,,17560571,7000245,L02BX03,2026-01-21,2026-11-06,shortage,Sonstige,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.189456,216526
DE,Germany,BfArM,Amineurin 10,Amitriptylinhydrochlorid,,,3634314,2109768,N06AA09,2026-06-10,2026-10-07,shortage,Sonstige,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.189482,7846
DE,Germany,BfArM,Amineurin 10,Amitriptylinhydrochlorid,,,3634320,2109768,N06AA09,2026-06-10,2026-10-07,shortage,Sonstige,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.189508,7846
DE,Germany,BfArM,Amineurin 10,Amitriptylinhydrochlorid,,,3634337,2109768,N06AA09,2026-06-10,2026-10-07,shortage,Sonstige,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.189535,7846
DE,Germany,BfArM,Quetiapin - 1 A Pharma 600 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,16536292,2205901,N05AH04,2024-11-06,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.189560,
DE,Germany,BfArM,Quetiapin - 1 A Pharma 600 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,16536300,2205901,N05AH04,2024-11-06,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.189586,
DE,Germany,BfArM,Quetiapin - 1 A Pharma 600 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,16536317,2205901,N05AH04,2024-11-06,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.189613,
DE,Germany,BfArM,Quetiapin - 1 A Pharma 50 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,10071892,2195200,N05AH04,2024-10-31,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.189641,84182
DE,Germany,BfArM,Quetiapin - 1 A Pharma 50 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,10071900,2195200,N05AH04,2024-10-31,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.189670,84182
DE,Germany,BfArM,Quetiapin - 1 A Pharma 50 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,10071917,2195200,N05AH04,2024-10-31,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.189699,84182
DE,Germany,BfArM,Quetiapin HEXAL 50 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637609,2190547,N05AH04,2024-11-09,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.189726,84182
DE,Germany,BfArM,Quetiapin HEXAL 50 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637615,2190547,N05AH04,2024-11-09,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.189753,84182
DE,Germany,BfArM,Quetiapin HEXAL 50 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637621,2190547,N05AH04,2024-11-09,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.189781,84182
DE,Germany,BfArM,Quetiapin HEXAL 400 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637756,2190551,N05AH04,2024-11-20,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.189808,84212
DE,Germany,BfArM,Quetiapin - 1 A Pharma 400 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9947215,2195204,N05AH04,2025-01-31,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.189836,84212
DE,Germany,BfArM,Quetiapin - 1 A Pharma 400 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9947238,2195204,N05AH04,2025-01-31,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.189864,84212
DE,Germany,BfArM,Quetiapin - 1 A Pharma 400 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9947244,2195204,N05AH04,2025-01-31,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.189891,84212
DE,Germany,BfArM,Quetiapin HEXAL 300 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637710,2190550,N05AH04,2024-12-07,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.189917,84204
DE,Germany,BfArM,Quetiapin HEXAL 300 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637727,2190550,N05AH04,2024-12-07,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.189943,84204
DE,Germany,BfArM,Quetiapin HEXAL 300 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637733,2190550,N05AH04,2024-12-07,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.189969,84204
DE,Germany,BfArM,Quetiapin - 1 A Pharma 300 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9947161,2195203,N05AH04,2024-11-30,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.189998,84204
DE,Germany,BfArM,Quetiapin - 1 A Pharma 300 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9947178,2195203,N05AH04,2024-11-30,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190023,84204
DE,Germany,BfArM,Quetiapin - 1 A Pharma 300 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9947184,2195203,N05AH04,2024-11-30,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190049,84204
DE,Germany,BfArM,Quetiapin HEXAL 200 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637673,2190549,N05AH04,2024-12-17,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.190076,84190
DE,Germany,BfArM,Quetiapin HEXAL 200 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637696,2190549,N05AH04,2024-12-17,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.190102,84190
DE,Germany,BfArM,Quetiapin HEXAL 200 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637704,2190549,N05AH04,2024-12-17,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.190130,84190
DE,Germany,BfArM,Quetiapin - 1 A Pharma 200 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9947126,2195202,N05AH04,2024-12-14,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190157,84190
DE,Germany,BfArM,Quetiapin - 1 A Pharma 200 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9947149,2195202,N05AH04,2024-12-14,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190183,84190
DE,Germany,BfArM,Quetiapin - 1 A Pharma 200 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9947155,2195202,N05AH04,2024-12-14,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190209,84190
DE,Germany,BfArM,Quetiapin HEXAL 150 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637644,2190548,N05AH04,2024-12-18,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.190234,94757
DE,Germany,BfArM,Quetiapin HEXAL 150 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637650,2190548,N05AH04,2024-12-18,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.190261,94757
DE,Germany,BfArM,Quetiapin HEXAL 150 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,9637667,2190548,N05AH04,2024-12-18,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.190287,94757
DE,Germany,BfArM,Quetiapin - 1 A Pharma 150 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,11192037,2195201,N05AH04,2024-12-14,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190313,94757
DE,Germany,BfArM,Quetiapin - 1 A Pharma 150 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,11192043,2195201,N05AH04,2024-12-14,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190339,94757
DE,Germany,BfArM,Quetiapin - 1 A Pharma 150 mg Retardtabletten,Quetiapinfumarat (Ph.Eur.),,,11192066,2195201,N05AH04,2024-12-14,2026-11-30,shortage,Produktionsproblem,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190364,94757
DE,Germany,BfArM,Oxcarbazepin - 1 A Pharma 60 mg/ml Suspension zum Einnehmen,Oxcarbazepin,,,9318413,2178617,N03AF02,2025-05-09,2026-11-30,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190391,70483
DE,Germany,BfArM,Levetiracetam - 1 A Pharma 1500 mg Filmtabletten,Levetiracetam,,,16396342,2205267,N03AX14,2025-11-25,2026-11-30,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190417,
DE,Germany,BfArM,Atomoxe - 1 A Pharma 60 mg Hartkapseln,Atomoxetinhydrochlorid,,,14352470,2196159,N06BA09,2024-07-31,2026-10-15,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190444,76740
DE,Germany,BfArM,Atomoxe - 1 A Pharma 60 mg Hartkapseln,Atomoxetinhydrochlorid,,,14352487,2196159,N06BA09,2024-07-31,2026-10-15,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190470,76740
DE,Germany,BfArM,Atomoxe - 1 A Pharma 25 mg Hartkapseln,Atomoxetinhydrochlorid,,,14352257,2196157,N06BA09,2024-07-31,2026-11-30,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190496,
DE,Germany,BfArM,Atomoxe - 1 A Pharma 25 mg Hartkapseln,Atomoxetinhydrochlorid,,,14352292,2196157,N06BA09,2024-07-31,2026-11-30,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190523,
DE,Germany,BfArM,Atomoxe - 1 A Pharma 25 mg Hartkapseln,Atomoxetinhydrochlorid,,,14352435,2196157,N06BA09,2024-07-31,2026-11-30,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190550,
DE,Germany,BfArM,Atomoxe - 1 A Pharma 18 mg Hartkapseln,Atomoxetinhydrochlorid,,,14352234,2196156,N06BA09,2024-07-31,2026-11-30,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190575,76716
DE,Germany,BfArM,Atomoxe - 1 A Pharma 10 mg Hartkapseln,Atomoxetinhydrochlorid,,,14352211,2196155,N06BA09,2024-07-31,2026-11-30,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190601,76708
DE,Germany,BfArM,Atomoxe - 1 A Pharma 10 mg Hartkapseln,Atomoxetinhydrochlorid,,,14352228,2196155,N06BA09,2024-07-31,2026-11-30,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190630,76708
DE,Germany,BfArM,Atomoxe - 1 A Pharma 100 mg Hartkapseln,Atomoxetinhydrochlorid,,,14352518,2196161,N06BA09,2024-07-31,2026-11-30,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190656,105309
DE,Germany,BfArM,Atomoxe - 1 A Pharma 100 mg Hartkapseln,Atomoxetinhydrochlorid,,,14352694,2196161,N06BA09,2024-07-31,2026-11-30,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190682,105309
DE,Germany,BfArM,MetoHEXAL 200 mg retard,Metoprololtartrat (Ph.Eur.),,,3913089,2114047,C07AB02,2026-07-04,2026-12-31,shortage,Sonstige,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.190708,57169
DE,Germany,BfArM,MetoHEXAL 200 mg retard,Metoprololtartrat (Ph.Eur.),,,6183059,2114047,C07AB02,2026-07-04,2026-12-31,shortage,Sonstige,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.190734,57169
DE,Germany,BfArM,Levetiracetam HEXAL 100 mg/ml Konzentrat zur Herstellung einer Infusionslösung,Levetiracetam,,,9276117,2183333,N03AX14,2026-07-06,2026-11-13,shortage,Sonstige,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.190760,80926
DE,Germany,BfArM,Abirateron HEXAL 500 mg Filmtabletten,Abirateronacetat,,,17560499,2205277,L02BX03,2026-02-11,2026-10-02,shortage,Sonstige,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.190786,136913
DE,Germany,BfArM,Cyclophosphamid HEXAL 500 mg,Cyclophosphamid Monohydrat,,,10550552,2190399,L01AA01,2026-04-23,2026-09-21,shortage,Sonstige,Änderungsmeldung,H e x a l  Aktiengesellschaft,2026-09-21T14:49:19.190812,
DE,Germany,BfArM,"Bisoprolol plus 5/12,5 - 1 A Pharma",Bisoprololfumarat (Ph.Eur.); Hydrochlorothiazid,,,1620437,2146826,C07BB07,2026-03-05,2026-12-31,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190839,39527
DE,Germany,BfArM,"Bisoprolol plus 5/12,5 - 1 A Pharma",Bisoprololfumarat (Ph.Eur.); Hydrochlorothiazid,,,1620443,2146826,C07BB07,2026-03-05,2026-12-31,shortage,Sonstige,Änderungsmeldung,1 A Pharma GmbH,2026-09-21T14:49:19.190868,39527
DE,Germany,BfArM,Baqsimi 3 mg Nasenpulver in einem Einzeldosisbehältnis,Glucagon,,,15999021,2714956,H04AA01,2026-09-21,2026-11-27,shortage,Produktionsproblem,Erstmeldung,Amphastar France Pharmaceuticals Rechtsform: S.A.S.,2026-09-21T14:49:19.190893,205079
DE,Germany,BfArM,Xenpozyme,Olipudase alfa,,,13967057,7021642,A16AB25,2026-10-26,2026-12-31,shortage,Produktionsproblem,Erstmeldung,Sanofi B.V.,2026-09-21T14:49:19.190918,
DE,Germany,BfArM,Nepexto 50 mg Injektionslösung in einer Fertigspritze,Etanercept,,,15862859,2714960,L04AB01,2025-10-27,2026-09-25,shortage,Sonstige,Änderungsmeldung,Biosimilar Collaborations Ireland Limited,2026-09-21T14:49:19.190945,81647
DE,Germany,BfArM,Valgapan 50 mg/ml Pulver zur Herstellung einer Lösung zum Einnehmen,Valganciclovirhydrochlorid,,,18892453,7008394,J05AB14,2026-09-17,2026-12-01,shortage,Sonstige,Änderungsmeldung,Panacea Biotec Germany GmbH,2026-09-21T14:49:19.190972,134708
DE,Germany,BfArM,Presinol 500,Methyldopa (Ph.Eur.),,,2191151,0321879,C02AB01,2026-10-30,2026-12-18,shortage,Produktionsproblem,Erstmeldung,TEOFARMA S.R.L.,2026-09-21T14:49:19.190997,3794
DE,Germany,BfArM,Lanthan Mylan 1000 mg Kautabletten,Lanthan,,,17167810,2202089,V03AE03,2026-09-17,2027-03-15,shortage,Produktionsproblem,Erstmeldung,Viatris Germany GmbH,2026-09-21T14:49:19.191022,86843
DE,Germany,BfArM,Lanthan Mylan 500 mg Kautabletten,Lanthan,,,17167773,2202087,V03AE03,2026-09-17,2027-03-15,shortage,Produktionsproblem,Erstmeldung,Viatris Germany GmbH,2026-09-21T14:49:19.191056,80136
DE,Germany,BfArM,"Perindopril-dura plus 4 mg/1,25 mg Tabletten",Indapamid; Perindopril-tert-butylamin,,,5870094,2173238,C09BA04,2026-09-11,2026-11-16,shortage,Sonstige,Erstmeldung,Viatris Germany GmbH,2026-09-21T14:49:19.191082,60577
DE,Germany,BfArM,ZYPADHERA 300 mg Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension - OP(690mg+3ml),Olanzapinembonat-Monohydrat,,,7373307,2705750,N05AH03,2026-07-22,2026-10-28,shortage,Produktionsproblem,Änderungsmeldung,Cheplapharm Registration GmbH,2026-09-21T14:49:19.191108,90204
DE,Germany,BfArM,ZYPADHERA 210 mg Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension - OP(483mg+3ml),Olanzapinembonat-Monohydrat,,,7373230,2705749,N05AH03,2026-09-19,2026-12-02,shortage,Produktionsproblem,Änderungsmeldung,Cheplapharm Registration GmbH,2026-09-21T14:49:19.191137,90190
DE,Germany,BfArM,ZYPADHERA 405 mg Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension - OP(931mg+3ml),Olanzapinembonat-Monohydrat,,,7373336,2705751,N05AH03,2026-09-29,2026-11-25,shortage,Produktionsproblem,Änderungsmeldung,Cheplapharm Registration GmbH,2026-09-21T14:49:19.191164,90212
