country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,enr,atc_code,shortage_start,estimated_end,status,reason,category,age_group,mah,availability_text,extra_info,scraped_at,prk
DE,Germany,PEI,ProQuad,"Masern, Mumps, RÃ¶teln, Varizellen Lebendvirusimpfstoff",,,01850580,,,2022-11-15,2022-12-13,resolved,,archive_grundimmunisierung_2022,ab 12 Monaten,MSD VACCINS Tel: 0800 673 673 673 E-Mail: infocenter@msd.de,13.12.2022,"Alternative Impfoptionen: ProQuad, 10 Impfdosis, 5 ml, ZNR EU/1/05/323/011 15.11.2022 - 13.12.2022 ProQuad, PZN-01851444 15.11.2022 - 13.12.2022 ProQuad European Public Assessment Report | ProQuad, PZN-01850580, 1 Impfdosis, 0.5 ml, ZNR EU/1/05/323/010",2026-09-23T20:53:07.895532,
DE,Germany,PEI,VAQTA,"Hepatitis A Impfstoff (Virusimpfstoff, inaktiviert, adsorbiert)",,,04397750,,,2022-11-25,2022-12-12,resolved,,archive_grundimmunisierung_2022,ab 18 Jahren,MSD Sharp & Dohme Gesellschaft mit beschrÃ¤nkter Haftung Tel: 0800 673 673 673 E-Mail: infocenter@msd.de,12.12.2022,"Alternative Impfoptionen: VAQTA, PZN-04397767 25.11.2022 - 12.12.2022 VAQTA in PharmNet.Bund | VAQTA, PZN-04397750, 1 ml, ZNR 2a/95 (1)",2026-09-23T20:53:07.895608,
DE,Germany,PEI,Varivax,Varizellen Lebend virusimpfstoff,,,02464005,,J07BK01,2022-12-08,2023-01-17,resolved,,archive_grundimmunisierung_2022,ab 9 Monaten,MSD Sharp & Dohme Gesellschaft mit beschrÃ¤nkter Haftung Tel: 0800 673 673 673 E-Mail: infocenter@msd.de,17.01.2023,"Alternative Impfoptionen: Varivax, PZN-00766647 08.12.2022 - 17.01.2023 Varivax in PharmNet.Bund | Varivax, PZN-02464005, 1 Impfdosis, 0.5 ml, ZNR PEI.H.02944.01.1 (10)",2026-09-23T20:53:07.895686,82201
DE,Germany,PEI,Dukoral,"Cholera Impfstoff, inaktiviert oral",,,00762187,,,2022-06-01,2023-03-21,resolved,,archive_standard_reise_2022,ab 2 Jahre,Valneva Sweden AB Tel: +43 1 20620 2020 E-Mail: medinfo@valneva.com,21.03.2023,"Handlungshinweis der STIKO war online. Alternative Impfoptionen: Vaxchora 01.06.2022 - 16.02.2023 Cholera-Impfstoff 'Vaxchora' mit spanischer Beschriftung in Deutschland verfÃ¼gbar Spanische Beschriftung 30.08.2022 - 30.11.2022 Cholera-Impfstoff Vaxchora mit deutscher und spanischer Beschriftung in Deutschland verfÃ¼gbar 30.11.2022 - 16.02.2023 Dukoral European Public Assessment Report Vaxchora European Public Assessment Report Vaxchora European Public Assessment Report | Dukoral, PZN-00762187, 6 ml, 11.2 g, ZNR EU/1/03/263/002",2026-09-23T20:53:08.066770,
DE,Germany,PEI,Encepur Erwachsene,"FSME-adsorbat Impfstoff, Virusimpfstoff inaktiviert",,,16632630,,,2022-09-12,2022-11-15,resolved,,archive_standard_reise_2022,ab 12 Jahren,Bavarian Nordic A/S Tel: 0049 89 255 446 300 E-Mail: info@bavarian-nordic.com,15.11.2022,"Alternative Impfoptionen: Encepur Erwachsene, PZN-16632618, 0.5 ml, ZNR 465a/91 (1) 15.11.2022 - 01.12.2022 Encepur Erwachsene, PZN-16632624, 5 ml, ZNR 465a/91 (3) 01.12.2022 - 16.12.2022 Encepur Erwachsene, PZN-16632630, 10 ml, ZNR 465a/91 (5) 15.11.2022 - 16.12.2022 FSME-IMMUN 0,5 ml Erwachsene 12.09.2022 - 15.11.2022 Encepur Erwachsene in PharmNet.Bund FSME-IMMUN 0,5 ml Erwachsene in PharmNet.Bund | Encepur Erwachsene, PZN-16632630, 10 ml, ZNR 465a/91 (5)",2026-09-23T20:53:08.066885,
DE,Germany,PEI,Encepur Erwachsene,"FSME-adsorbat Impfstoff, Virusimpfstoff inaktiviert",,,16632618,,,2022-09-12,2022-11-15,resolved,,archive_standard_reise_2022,ab 12 Jahren,Bavarian Nordic A/S Tel: 0049 89 255 446 300 E-Mail: info@bavarian-nordic.com,15.11.2022 16.12.2022,"Alternative Impfoptionen: Encepur Erwachsene, PZN-16632618, 0.5 ml, ZNR 465a/91 (1) 15.11.2022 - 01.12.2022 Encepur Erwachsene, PZN-16632624, 5 ml, ZNR 465a/91 (3) 01.12.2022 - 16.12.2022 Encepur Erwachsene, PZN-16632630, 10 ml, ZNR 465a/91 (5) 15.11.2022 - 16.12.2022 FSME-IMMUN 0,5 ml Erwachsene 12.09.2022 - 15.11.2022 Encepur Erwachsene in PharmNet.Bund FSME-IMMUN 0,5 ml Erwachsene in PharmNet.Bund | Encepur Erwachsene, PZN-16632618, 0.5 ml, ZNR 465a/91 (1)",2026-09-23T20:53:08.066928,
DE,Germany,PEI,Encepur Erwachsene,"FSME-adsorbat Impfstoff, Virusimpfstoff inaktiviert",,,16632624,,,2022-09-12,2022-12-01,resolved,,archive_standard_reise_2022,ab 12 Jahren,Bavarian Nordic A/S Tel: 0049 89 255 446 300 E-Mail: info@bavarian-nordic.com,01.12.2022,"Alternative Impfoptionen: Encepur Erwachsene, PZN-16632618, 0.5 ml, ZNR 465a/91 (1) 15.11.2022 - 01.12.2022 Encepur Erwachsene, PZN-16632624, 5 ml, ZNR 465a/91 (3) 01.12.2022 - 16.12.2022 Encepur Erwachsene, PZN-16632630, 10 ml, ZNR 465a/91 (5) 15.11.2022 - 16.12.2022 FSME-IMMUN 0,5 ml Erwachsene 12.09.2022 - 15.11.2022 Encepur Erwachsene in PharmNet.Bund FSME-IMMUN 0,5 ml Erwachsene in PharmNet.Bund | Encepur Erwachsene, PZN-16632624, 5 ml, ZNR 465a/91 (3)",2026-09-23T20:53:08.066968,
DE,Germany,PEI,Havrix 1440,Hepatitis A Impfstoff (Virusimpfstoff Inaktiviert),,,04935377,,J07BC02,2022-11-14,2023-04-06,resolved,,archive_standard_reise_2022,ab 15 Jahren,GlaxoSmithKline GmbH & Co. KG Tel: 0800 1223355 E-Mail: service.info@gsk.com,06.04.2023,"Handlungshinweis der STIKO war online. Alternative Impfoptionen: Avaxim 30.01.2023 - 24.02.2023 Havrix 1440, PZN-04935383, 10 ml, ZNR 323a/93 (30) 14.11.2022 - 30.01.2023 16.03.2023 - 06.04.2023 VAQTA 30.01.2023 - 24.02.2023 Avaxim in PharmNet.Bund Havrix 1440 in PharmNet.Bund VAQTA in PharmNet.Bund | Havrix 1440, PZN-04935377, 1 ml, ZNR 323a/93 (10)",2026-09-23T20:53:08.067069,47961
DE,Germany,PEI,Havrix 1440,Hepatitis A Impfstoff (Virusimpfstoff Inaktiviert),,,04935383,,J07BC02,2023-01-30,2023-03-16,resolved,,archive_standard_reise_2022,ab 15 Jahren,GlaxoSmithKline GmbH & Co. KG Tel: 0800 1223355 E-Mail: service.info@gsk.com,16.03.2023,"Handlungshinweis der STIKO war online. Alternative Impfoptionen: Avaxim 30.01.2023 - 24.02.2023 Havrix 1440, PZN-04935383, 10 ml, ZNR 323a/93 (30) 14.11.2022 - 30.01.2023 16.03.2023 - 06.04.2023 VAQTA 30.01.2023 - 24.02.2023 Avaxim in PharmNet.Bund Havrix 1440 in PharmNet.Bund VAQTA in PharmNet.Bund | Havrix 1440, PZN-04935383, 10 ml, ZNR 323a/93 (30)",2026-09-23T20:53:08.067106,47961
DE,Germany,PEI,IXIARO,"Japanischer Enzephalitis Virus Impfstoff (inaktiviert, adsorbiert)",,,07299522,,,2022-06-01,2022-06-15,resolved,,archive_standard_reise_2022,ab 2 Monaten,Valneva Austria GmbH Tel: +43 1 20620 2020 E-Mail: medinfo@valneva.com,15.06.2022,"Handlungshinweis der STIKO war online. Ixiaro European Public Assessment Report | IXIARO, PZN-07299522, 0.5 ml, ZNR EU/1/08/501/002",2026-09-23T20:53:08.067180,
DE,Germany,PEI,IXIARO,"Japanischer Enzephalitis Virus Impfstoff (inaktiviert, adsorbiert)",,,07299522,,,2022-07-21,2023-01-17,resolved,,archive_standard_reise_2022,ab 2 Monaten,Valneva Austria GmbH Tel: +43 1 20620 2020 E-Mail: medinfo@valneva.com,17.01.2023,"Handlungshinweis der STIKO war online. Ixiaro European Public Assessment Report | IXIARO, PZN-07299522, 0.5 ml, ZNR EU/1/08/501/002",2026-09-23T20:53:08.067253,
DE,Germany,PEI,Priorix-Tetra,"Masern, Mumps, RÃ¶teln, Varizellen Lebendvirusimpfstoff",,,03754656,,,2022-04-13,2022-09-19,resolved,,archive_standard_reise_2022,ab 12 Monate bis 12 Jahre,GlaxoSmithKline GmbH & Co. KG Tel: 0800 1223355 E-Mail: service.info@gsk.com,19.09.2022 05.01.2023,"Alternative Impfoptionen: Priorix-Tetra, PZN-03754567, 1 Impfdosis, 0.5 ml, ZNR PEI.H.03395.01.1 (1) 13.04.2022 - 05.05.2022 Priorix-Tetra, PZN-03754656, 10 Impfdosis, 5 ml, ZNR PEI.H.03395.01.1 (2) 19.09.2022 - 01.12.2022 ProQuad 05.05.2022 - 19.09.2022 01.12.2022 - 05.01.2023 Priorix-Tetra in PharmNet.Bund ProQuad European Public Assessment Report | Priorix-Tetra, PZN-03754656, 10 Impfdosis, 5 ml, ZNR PEI.H.03395.01.1 (2)",2026-09-23T20:53:08.067356,
DE,Germany,PEI,Priorix-Tetra,"Masern, Mumps, RÃ¶teln, Varizellen Lebendvirusimpfstoff",,,03754567,,,2022-05-05,2023-01-05,resolved,,archive_standard_reise_2022,ab 12 Monate bis 12 Jahre,GlaxoSmithKline GmbH & Co. KG Tel: 0800 1223355 E-Mail: service.info@gsk.com,05.01.2023,"Alternative Impfoptionen: Priorix-Tetra, PZN-03754567, 1 Impfdosis, 0.5 ml, ZNR PEI.H.03395.01.1 (1) 13.04.2022 - 05.05.2022 Priorix-Tetra, PZN-03754656, 10 Impfdosis, 5 ml, ZNR PEI.H.03395.01.1 (2) 19.09.2022 - 01.12.2022 ProQuad 05.05.2022 - 19.09.2022 01.12.2022 - 05.01.2023 Priorix-Tetra in PharmNet.Bund ProQuad European Public Assessment Report | Priorix-Tetra, PZN-03754567, 1 Impfdosis, 0.5 ml, ZNR PEI.H.03395.01.1 (1)",2026-09-23T20:53:08.067394,
DE,Germany,PEI,VAQTA,"Hepatitis A Impfstoff (Virusimpfstoff, inaktiviert, adsorbiert)",,,04397750,,,2022-05-20,2022-06-13,resolved,,archive_standard_reise_2022,ab 18 Jahren,MSD Sharp & Dohme Gesellschaft mit beschrÃ¤nkter Haftung Tel: 0800 673 673 673 E-Mail: infocenter@msd.de,13.06.2022,"Alternative Impfoptionen: Havrix 1440 20.05.2022 - 13.06.2022 Havrix 1440 in PharmNet.Bund VAQTA in PharmNet.Bund | VAQTA, PZN-04397750, 1 ml, ZNR 2a/95 (1)",2026-09-23T20:53:08.067480,
DE,Germany,PEI,VAQTA,"Hepatitis A Impfstoff (Virusimpfstoff, inaktiviert, adsorbiert)",,,04397767,,,2022-05-20,2022-06-13,resolved,,archive_standard_reise_2022,ab 18 Jahren,MSD Sharp & Dohme Gesellschaft mit beschrÃ¤nkter Haftung Tel: 0800 673 673 673 E-Mail: infocenter@msd.de,13.06.2022,"Alternative Impfoptionen: Havrix 1440 20.05.2022 - 13.06.2022 Havrix 1440 in PharmNet.Bund VAQTA in PharmNet.Bund | VAQTA, PZN-04397767, 10 ml, ZNR 2a/95 (2)",2026-09-23T20:53:08.067516,
DE,Germany,PEI,VAQTA Kinder,"Hepatitis A Impfstoff (Virusimpfstoff, inaktiviert, adsorbiert)",,,04397773,,,2022-08-12,2022-09-13,resolved,,archive_standard_reise_2022,ab 12 Monaten bis 17 Jahre,MSD Sharp & Dohme Gesellschaft mit beschrÃ¤nkter Haftung Tel: 0800 673 673 673 E-Mail: infocenter@msd.de,13.09.2022,"Alternative Impfoptionen: Havrix 720 Kinder 12.08.2022 - 13.09.2022 Havrix 720 Kinder in PharmNet.Bund VAQTA Kinder in PharmNet.Bund | VAQTA Kinder, PZN-04397773, 0.5 ml, ZNR 11a/95 (1)",2026-09-23T20:53:08.067596,
DE,Germany,PEI,Varilrix,Varizellen Lebend virusimpfstoff,,,06955421,,J07BK01,2022-09-09,2022-11-03,resolved,,archive_standard_reise_2022,ab 9 Monaten,GlaxoSmithKline GmbH & Co. KG Tel: 0800 1223355 E-Mail: service.info@gsk.com,03.11.2022,"Alternative Impfoptionen: Varilrix, PZN-03709242, 10 ID, 5 ml, ZNR 56a/84 (2) 09.09.2022 - 27.09.2022 Varilrix, PZN-06955421, 0.5 ml, 1 Impfdosis, ZNR 56a/84 (1) 03.11.2022 - 05.01.2023 Varivax 27.09.2022 - 03.11.2022 Varilrix in PharmNet.Bund Varivax in PharmNet.Bund | Varilrix, PZN-06955421, 0.5 ml, 1 Impfdosis, ZNR 56a/84 (1)",2026-09-23T20:53:08.067686,
DE,Germany,PEI,Varilrix,Varizellen Lebend virusimpfstoff,,,03709242,,J07BK01,2022-09-27,2023-01-05,resolved,,archive_standard_reise_2022,ab 9 Monaten,GlaxoSmithKline GmbH & Co. KG Tel: 0800 1223355 E-Mail: service.info@gsk.com,05.01.2023,"Alternative Impfoptionen: Varilrix, PZN-03709242, 10 ID, 5 ml, ZNR 56a/84 (2) 09.09.2022 - 27.09.2022 Varilrix, PZN-06955421, 0.5 ml, 1 Impfdosis, ZNR 56a/84 (1) 03.11.2022 - 05.01.2023 Varivax 27.09.2022 - 03.11.2022 Varilrix in PharmNet.Bund Varivax in PharmNet.Bund | Varilrix, PZN-03709242, 10 ID, 5 ml, ZNR 56a/84 (2)",2026-09-23T20:53:08.067721,
DE,Germany,PEI,Engerix-B Erwachsene,"Hepatitis B Impfstoff (rDNA), virusimpfstoff inaktiviert",,,07504643,,,2023-09-13,2023-12-20,resolved,,archive_grundimmunisierung_2023,ab 16 Jahren,GlaxoSmithKline GmbH & Co. KG Tel: 0800 1223355 E-Mail: service.info@gsk.com,20.12.2023,"Alternative Impfoptionen: Engerix-B Erwachsene, PZN-07504672 13.09.2023 - 20.12.2023 Engerix-B Erwachsene in PharmNet.Bund | Engerix-B Erwachsene, PZN-07504643, 1 ml, ZNR 153a/89 (1)",2026-09-23T20:53:08.248687,
DE,Germany,PEI,Havrix 1440,Hepatitis A Impfstoff (Virusimpfstoff Inaktiviert),,,04935377,,J07BC02,2023-04-20,2023-06-01,resolved,,archive_grundimmunisierung_2023,ab 15 Jahren,GlaxoSmithKline GmbH & Co. KG Tel: 0800 1223355 E-Mail: service.info@gsk.com,01.06.2023,"Alternative Impfoptionen: Havrix 1440, PZN-04935383 20.04.2023 - 01.06.2023 Havrix 1440 in PharmNet.Bund | Havrix 1440, PZN-04935377, 1 ml, ZNR 323a/93 (10)",2026-09-23T20:53:08.248786,47961
DE,Germany,PEI,Havrix 1440,Hepatitis A Impfstoff (Virusimpfstoff Inaktiviert),,,04935377,,J07BC02,2023-08-22,2023-10-20,resolved,,archive_grundimmunisierung_2023,ab 15 Jahren,GlaxoSmithKline GmbH & Co. KG Tel: 0800 1223355 E-Mail: service.info@gsk.com,20.10.2023,"Alternative Impfoptionen: Havrix 1440, PZN-04935383 22.08.2023 - 20.10.2023 Havrix 1440 in PharmNet.Bund | Havrix 1440, PZN-04935377, 1 ml, ZNR 323a/93 (10)",2026-09-23T20:53:08.248872,47961
DE,Germany,PEI,Infanrix Hexa,"Diphtherie-, Tetanus-, azellulÃ¤rer Pertussis, rekombinanter Hepatits B (adsorbiert), inaktivierter Poliomyelitis-, und adsorbierter konjugierter Haemophilus influenzae Typ b Impfstoff",,,00977060,,,2023-03-20,2023-10-16,resolved,,archive_grundimmunisierung_2023,ab 2 Monaten,GlaxoSmithKline Biologicals S.A. Tel: 0800 1223355 E-Mail: service.info@gsk.com,16.10.2023,"Alternative Impfoptionen: Infanrix Hexa, PZN-00977077 20.03.2023 - 16.10.2023 Infanrix Hexa, PZN-10538539 20.03.2023 - 16.10.2023 Infanrix hexa European Public Assessment Report | Infanrix Hexa, PZN-00977060, 1 Impfdosis, 0.5 ml, ZNR EU/1/00/152/001",2026-09-23T20:53:08.248963,
DE,Germany,PEI,Infanrix Hexa,"Diphtherie-, Tetanus-, azellulÃ¤rer Pertussis, rekombinanter Hepatits B (adsorbiert), inaktivierter Poliomyelitis-, und adsorbierter konjugierter Haemophilus influenzae Typ b Impfstoff",,,00977077,,,2023-12-07,2024-04-16,resolved,,archive_grundimmunisierung_2023,ab 2 Monaten,GlaxoSmithKline Biologicals S.A. Tel: 0800 1223355 E-Mail: service.info@gsk.com,16.04.2024,"Alternative Impfoptionen: Infanrix Hexa, PZN-00977060 07.12.2023 - 16.04.2024 Infanrix Hexa, PZN-10538539 07.12.2023 - 16.04.2024 Infanrix hexa European Public Assessment Report | Infanrix Hexa, PZN-00977077, 10 ID, 5 ml, ZNR EU/1/00/152/002",2026-09-23T20:53:08.249051,
DE,Germany,PEI,Menjugate 10 Mikrogramm Injektionssuspension,Meningokokken Serogruppe C  CRM 197 Konjugat Impfstoff,,,11116289,,J07AH02,2023-04-12,2023-07-13,resolved,,archive_grundimmunisierung_2023,ab 2 Monaten,GlaxoSmithKline Vaccines S.r.l. Tel: 0800 1223355 E-Mail: service.info@gsk.com,13.07.2023,"Alternative Impfoptionen: Menjugate 10 Mikrogramm Injektionssuspension, PZN-11116303 12.04.2023 - 13.07.2023 Menjugate 10 Mikrogramm Injektionssuspension in PharmNet.Bund | Menjugate 10 Mikrogramm Injektionssuspension, PZN-11116289, 0.6 ml, ZNR PEI.H.02481.01.3 (1)",2026-09-23T20:53:08.249128,
DE,Germany,PEI,Menjugate 10 Mikrogramm Injektionssuspension,Meningokokken Serogruppe C  CRM 197 Konjugat Impfstoff,,,11116303,,J07AH02,2023-11-16,2024-02-14,resolved,,archive_grundimmunisierung_2023,ab 2 Monaten,GlaxoSmithKline Vaccines S.r.l. Tel: 0800 1223355 E-Mail: service.info@gsk.com,14.02.2024,"Alternative Impfoptionen: Menjugate 10 Mikrogramm Injektionssuspension, PZN-11116289 16.11.2023 - 14.02.2024 Menjugate 10 Mikrogramm Injektionssuspension in PharmNet.Bund | Menjugate 10 Mikrogramm Injektionssuspension, PZN-11116303, 6 ml, ZNR PEI.H.02481.01.3 (3)",2026-09-23T20:53:08.249204,
DE,Germany,PEI,Revaxis,Tetanus Diphtherie Poliomyelitis (inaktiviert) Adsorbat Impfstoff,,,08645759,,J07CA01,2023-03-01,2023-03-13,resolved,,archive_grundimmunisierung_2023,ab 5 Jahren,Sanofi Pasteur Europe Tel: 0800 54 54 010 E-Mail: MedInfo.de@Sanofi.com,13.03.2023,"Alternative Impfoptionen: Revaxis, 5 ml, ZNR 115a/97 (2) 01.03.2023 - 13.03.2023 Revaxis, PZN-08645765 01.03.2023 - 13.03.2023 Revaxis in PharmNet.Bund | Revaxis, PZN-08645759, 0.5 ml, ZNR 115a/97 (1)",2026-09-23T20:53:08.249283,67830
DE,Germany,PEI,Td-pur,"Td-Impfstoff, Diphtherie und Tetanus AdsorbatImpfstoff",,,07566584,,,2023-09-25,2023-10-31,resolved,,archive_grundimmunisierung_2023,ab 5 Jahren,Astro-Pharma Vertrieb und Handel von pharmazeutischen Produkten GmbH Tel: 0043 1 979 9860 E-Mail: office@astropharma.at,31.10.2023,"Alternative Impfoptionen: Td-pur, 5 ml, ZNR 167a/96 (2) 25.09.2023 - 31.10.2023 Td-pur in PharmNet.Bund | Td-pur, PZN-07566584, 0.5 ml, ZNR 167a/96 (1)",2026-09-23T20:53:08.249355,
DE,Germany,PEI,Twinrix Erwachsene,Hepatitis A und Hepatitis B (rDNA) (Virusimpfstoff inaktiviert),,,08926429,,J07BF01,2023-03-09,2023-04-20,resolved,,archive_grundimmunisierung_2023,ab 16 Jahren,GlaxoSmithKline Biologicals S.A. Tel: 0800 1223355 E-Mail: service.info@gsk.com,20.04.2023,"Alternative Impfoptionen: Twinrix Erwachsene, PZN-08926435 09.03.2023 - 20.04.2023 Twinrix Erwachsene European Public Assessment Report | Twinrix Erwachsene, PZN-08926429, 1 ml, ZNR EU/1/96/020/001",2026-09-23T20:53:08.249430,
DE,Germany,PEI,VAQTA,"Hepatitis A Impfstoff (Virusimpfstoff, inaktiviert, adsorbiert)",,,04397750,,,2023-01-19,2023-02-09,resolved,,archive_grundimmunisierung_2023,ab 18 Jahren,MSD Sharp & Dohme Gesellschaft mit beschrÃ¤nkter Haftung Tel: 0800 673 673 673 E-Mail: infocenter@msd.de,09.02.2023,"Alternative Impfoptionen: VAQTA, PZN-04397767 19.01.2023 - 09.02.2023 VAQTA in PharmNet.Bund | VAQTA, PZN-04397750, 1 ml, ZNR 2a/95 (1)",2026-09-23T20:53:08.249499,
