country_code,country_name,source,medicine_name,active_substance,strength,package_size,atc_code,product_no,shortage_start,estimated_end,status,notes,scraped_at
NO,Norway,DMP,"Tolvaptan Teva 15 mg tablett, 10 stk blisterpakning",tolvaptan,,,C03XA01,,2026-01-14,2026-03-20,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.580728
NO,Norway,DMP,"Doxylin 100 mg tablett, 15 stk blisterpakning",doksysyklin,,,,,2026-01-14,2026-02-28,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.580728
NO,Norway,DMP,"Lyrica 20 mg/ml mikstur, oppløsning, 1 stk adapter",pregabalin,,,N02BF02,,2026-01-15,2026-03-31,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.580728
NO,Norway,DMP,"Lyrica 25 mg kapsel, hard, 56 stk blisterpakning",pregabalin,,,N02BF02,,2026-01-15,2026-02-06,resolved,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.580728
NO,Norway,DMP,"Minifom 200 mg kapsel, myk, 100 stk boks",dimetikon,,,,,2026-01-12,2026-02-17,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.580728
NO,Norway,DMP,"Shingrix  pulver og suspensjon til injeksjonsvæske, suspensjon, 50 mikrog hetteglass","varicella zoster-virus, glykoprotein e antigen, rekombinant",,,,,2026-01-19,2026-03-15,shortage,Forbeholdes til pasienter i risikogruppe,2026-03-12T15:53:54.581725
NO,Norway,DMP,"Carmustine Accord 100 mg pulver og væske til konsentrat til infusjonsvæske, oppløsning, 3 ml hetteglass",karmustin,,,,,2026-01-13,2026-04-30,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.581725
NO,Norway,DMP,"Carmustine Accordpharma 300 mg pulver og væske til konsentrat til infusjonsvæske, oppløsning, 300 mg hetteglass",karmustin,,,,,2026-01-13,2026-04-30,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.581725
NO,Norway,DMP,"Cefuroxim Navamedic 1 500 mg pulver til injeksjons-/infusjonsvæske, oppløsning, 10x1,5 g hetteglass",cefuroksimnatrium,,,,,2026-01-14,2026-01-27,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.581725
NO,Norway,DMP,"Alutard SQ Timotei (Phleum  pratense) startpakning injeksjonsvæske, 4 x 5 ml",allergen av timotei,,,,,2026-01-12,2026-01-30,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.581725
NO,Norway,DMP,"Alcaine 5 mg/ml øyedråper, oppløsning, 15 ml flaske",proksymetakainhydroklorid,,,,,2026-02-01,2026-04-08,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.581725
NO,Norway,DMP,"Pentasa 500 mg depottablett, 3x100 stk blisterpakning",mesalazin,,,A07EC02,,2026-01-16,2026-02-03,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.581725
NO,Norway,DMP,"Xyrem 500 mg/ml mikstur, oppløsning, 180 ml flaske",natriumoksybat,,,,,2026-01-19,2026-01-30,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.581725
NO,Norway,DMP,"Divisun 4 000 IE tablett, 90 stk blisterpakning",kolekalsiferol,,,,,2026-01-13,2026-02-20,resolved,"Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig",2026-03-12T15:53:54.581725
NO,Norway,DMP,"Flutide Nasal 50 mikrog/dose nesespray, suspensjon, 120 doser flaske av glass",flutikasonpropionat,,,,,2026-01-09,2026-12-31,shortage,Saksbehandling pågår,2026-03-12T15:53:54.581725
NO,Norway,DMP,"Jivi 500 IE pulver og væske til injeksjonsvæske, oppløsning, 2,5 ml ferdigfylt sprøyte",damoktokog alfa pegol,,,,,2026-02-15,2026-01-30,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.581725
NO,Norway,DMP,"Lyrica 225 mg kapsel, hard, 56 stk blisterpakning",pregabalin,,,N02BF02,,2026-01-20,2026-04-30,shortage,"Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig",2026-03-12T15:53:54.581725
NO,Norway,DMP,"Suiseng Coli/C   injeksjonsvæske, suspensjon, 10 doser hetteglass","clostridium novyi, type b, alfa toksoid, clostridium perfringens, type c, beta toksoid, escherichia coli, fimbrie adhesin f4ab, escherichia coli, fimbrie adhesin f4ac, escherichia coli, fimbrie adhesin f5, escherichia coli, fimbrie adhesin f6, escherichia coli, renset lt toksin",,,M09AB02,,2026-01-09,2026-02-15,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.581725
NO,Norway,DMP,"Suiseng Coli/C   injeksjonsvæske, suspensjon, 25 doser hetteglass","clostridium novyi, type b, alfa toksoid, clostridium perfringens, type c, beta toksoid, escherichia coli, fimbrie adhesin f4ab, escherichia coli, fimbrie adhesin f4ac, escherichia coli, fimbrie adhesin f5, escherichia coli, fimbrie adhesin f6, escherichia coli, renset lt toksin",,,M09AB02,,2026-01-09,2026-02-15,resolved,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.581725
NO,Norway,DMP,"Evra 203 mikrog/24 timer/33,9 mikrog/24 timer depotplaster, 9x1 stk foliepose","etinyløstradiol, norelgestromin",,,,,2026-01-12,2026-02-16,resolved,Ingen tiltak iverksatt,2026-03-12T15:53:54.581725
NO,Norway,DMP,"Lixiana 60 mg tablett, filmdrasjert, 100 stk blisterpakning",edoksabantosilat,,,,,2026-01-28,2026-02-27,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.581725
NO,Norway,DMP,"Natriumklorid B. Braun 9 mg/ml oppløsningsvæske til parenteral bruk, 20x20 ml ampulle av plast (mini-plasco connect)",natriumklorid,,,,,2025-12-22,2026-02-12,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.581725
NO,Norway,DMP,"Solian 200 mg tablett, 90 stk blisterpakning",amisulprid,,,N05AL05,,2026-01-12,2026-01-27,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.581725
NO,Norway,DMP,"Inuxair 200 mikrog/6 mikrog inhalasjonsaerosol, oppløsning, 1x120 doser trykkbeholder av aluminium","beklometasondipropionat, formoterolfumaratdihydrat",,,R03AC13,,2026-01-07,2026-01-26,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.582725
NO,Norway,DMP,"Bloxazoc 100 mg depottablett, 100 stk blisterpakning",metoprololsuksinat,,,C07AB02,,2026-01-07,2026-03-12,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.582725
NO,Norway,DMP,"Bloxazoc 25 mg depottablett, 100 stk blisterpakning",metoprololsuksinat,,,C07AB02,,2026-01-07,2026-05-14,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.582725
NO,Norway,DMP,"Dridol 2,5 mg/ml injeksjonsvæske, oppløsning, 10x1 ml ampulle av glass",droperidol,,,N05AD08,,2026-01-01,2027-01-01,shortage,"Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig",2026-03-12T15:53:54.582725
NO,Norway,DMP,"Efmody 10 mg kapsel med modifisert frisetting, hard, 50 stk flaske",hydrokortison,,,,,2026-02-15,2026-03-30,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.582725
NO,Norway,DMP,"Metacam 2,5 mg tyggetablett, 7 stk blisterpakning",meloksikam,,,,,2026-01-02,2026-02-13,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.582725
NO,Norway,DMP,"Methotrexate Pfizer 2,5 mg tablett, 100 stk blisterpakning",metotreksat,,,,,2026-01-05,2026-03-15,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.582725
NO,Norway,DMP,"Zavedos 10 mg pulver til injeksjonsvæske, oppløsning, 10 mg hetteglass",idarubicinhydroklorid,,,L01DB06,,2026-02-23,2026-04-26,shortage,"Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig",2026-03-12T15:53:54.582725
NO,Norway,DMP,"Leuprorelin Sandoz 5 mg implantat, 1x1 stk ferdigfylt sprøyte",leuprorelinacetat,,,L02AE02,,2026-01-06,2026-02-19,resolved,Annen behandling nødvendig,2026-03-12T15:53:54.582725
NO,Norway,DMP,"Viagra 100 mg tablett, filmdrasjert, 4 stk blisterpakning",sildenafilsitrat,,,G04BE03,,2026-02-01,2026-02-01,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.582725
NO,Norway,DMP,"Divifarm 800 IU tablett, filmdrasjert, 250 stk boks",kolekalsiferol,,,,,2026-01-05,2026-02-05,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.582725
NO,Norway,DMP,"Enerzair Breezhaler 114 mikrog/46 mikrog/136 mikrog inhalasjonspulver, hard kapsel, 90x1 stk endoseblisterpakning","glykopyrroniumbromid, indakaterolacetat, mometasonfuroat",,,D07AC13,,2026-01-05,2026-01-16,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.582725
NO,Norway,DMP,"Methotrexate Cipla 2,5 mg tablett, 100 stk blisterpakning",metotreksat,,,,,2025-12-15,2026-03-15,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.582725
NO,Norway,DMP,"Paricalcitol Alternova 1 mikrog kapsel, myk, 28 stk blisterpakning",parikalsitol,,,,,2026-01-09,2026-03-13,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.582725
NO,Norway,DMP,"Paricalcitol Alternova 2 mikrog kapsel, myk, 28 stk blisterpakning",parikalsitol,,,,,2026-01-09,2026-03-13,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.582725
NO,Norway,DMP,"Tobrasone 3 mg/ml/1 mg/ml øyedråper, suspensjon, 5 ml flaske av plast med dråpespiss","deksametason, tobramycin",,,J01GB01,,2026-01-05,2026-01-26,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.582725
NO,Norway,DMP,"Imigran Juvenil 10 mg/dose nesespray, oppløsning, 6x1 doser endosebeholder med spraypumpe",sumatriptan,,,N02CC01,,2026-01-05,2026-02-27,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.582725
NO,Norway,DMP,"Malarone 250 mg/100 mg tablett, filmdrasjert, 12 stk blisterpakning","atovakvon, proguanilhydroklorid",,,P01BB51,,2026-01-02,2026-01-16,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.582725
NO,Norway,DMP,"Meloxoral 1,5 mg/ml mikstur, suspensjon, 1 stk doseringssprøyte",meloksikam,,,,,2026-01-02,2026-08-21,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.582725
NO,Norway,DMP,"Oxycodone Orifarm 10 mg/ml mikstur, oppløsning, 1 stk adapter",oksykodonhydroklorid,,,,,2026-01-23,2026-01-30,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.583725
NO,Norway,DMP,"Pilexam 100 mg/ml injeksjonsvæske, oppløsning, 10x5 ml ampulle av glass",traneksamsyre,,,,,2026-01-16,2026-02-13,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.583725
NO,Norway,DMP,"Seretide Diskus 50 mikrog/500 mikrog inhalasjonspulver, dosedispensert, 60 doser inhalator","flutikasonpropionat, salmeterolxinafoat",,,R03AC12,,2026-01-02,2026-01-26,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.583725
NO,Norway,DMP,"Wellbutrin Retard 150 mg tablett med modifisert frisetting, 90 stk boks av plast",bupropionhydroklorid,,,N06AX12,,2026-01-02,2026-01-23,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.583725
NO,Norway,DMP,"Locametz 25 mikrog preparasjonssett til radioaktive legemidler, 25 mikrog hetteglass",gozetotid,,,,,2025-12-30,2026-06-30,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.583725
NO,Norway,DMP,"Magnesiumsulfat B. Braun 1 mmol/ml konsentrat til infusjonsvæske, oppløsning, 20x10 ml ampulle av plast",magnesiumsulfatheptahydrat,,,,,2025-12-15,2026-02-01,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.583725
NO,Norway,DMP,"Dilaterol vet 25 mikrog/ml sirup, 355 ml flaske av plast",klenbuterolhydroklorid,,,,,2025-12-29,2026-08-21,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.583725
NO,Norway,DMP,"Furosoral Vet 40 mg tablett, 50 stk blisterpakning",furosemid,,,C03CA01,,2025-12-29,2026-03-11,resolved,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.583725
NO,Norway,DMP,"Solifenacin Accord 10 mg tablett, filmdrasjert, 30 stk blisterpakning",solifenacinsuksinat,,,G04BD08,,2025-12-28,2026-05-01,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.583725
NO,Norway,DMP,"Calcipotriol/Betamethasone Orifarm 50 mikrog/g/0,5 mg/g gel, 2x60 g tube","betametasondipropionat, kalsipotriolmonohydrat",,,,,2025-12-31,2026-02-20,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.583725
NO,Norway,DMP,"Cytopoint 20 mg/ml injeksjonsvæske, oppløsning, 2x1 ml hetteglass",lokivetmab,,,,,2026-01-15,2026-02-28,resolved,"Grossister (og apotek) har tilstrekkelig lager / Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig",2026-03-12T15:53:54.583725
NO,Norway,DMP,"Hemangiol 3,75 mg/ml mikstur, oppløsning, 120 ml flaske av glass",propranololhydroklorid,,,C07AA05,,2025-12-23,2026-02-25,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.583725
NO,Norway,DMP,"Hydroxyzine Orifarm 25 mg tablett, filmdrasjert, 100 stk blisterpakning",hydroksyzinhydroklorid,,,,,2026-02-06,2026-05-24,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.583725
NO,Norway,DMP,"Natriumklorid B. Braun 9 mg/ml infusjonsvæske, oppløsning, 10x250 ml beholder av plast (ecoflac plus)",natriumklorid,,,,,2025-12-19,2026-01-30,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.583725
NO,Norway,DMP,"Nitroglycerin Orifarm 0,25 mg sublingvaltablett, 25 stk tablettbeholder av mørkt glass",glyseryltrinitrat,,,,,2025-12-30,2026-02-13,resolved,"Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig",2026-03-12T15:53:54.583725
NO,Norway,DMP,"Altermol 500 mg/30 mg tablett, 50 stk blisterpakning","kodeinfosfathemihydrat, paracetamol",,,N02BE01,,2025-12-22,2026-01-22,resolved,Tilgjengelig legemiddel innen samme byttegruppe / Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.583725
NO,Norway,DMP,"Bevitrio 0,5 mg/0,8 mg/3 mg tablett, 100 stk boks av plast","cyanokobalamin, folsyre, pyridoksinhydroklorid",,,,,2025-12-22,2026-01-15,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.583725
NO,Norway,DMP,"Buprefarm 10 mikrog/time depotplaster, 4x1 stk plaster",buprenorfin,,,,,2025-12-22,2026-01-27,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.583725
NO,Norway,DMP,"Buprefarm 20 mikrog/time depotplaster, 4x1 stk plaster",buprenorfin,,,,,2025-12-22,2026-01-27,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.584725
NO,Norway,DMP,"Buprefarm 30 mikrog/time depotplaster, 4 stk plaster",buprenorfin,,,,,2025-12-22,2026-01-27,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.584725
NO,Norway,DMP,"Buprefarm 5 mikrog/time depotplaster, 4x1 stk plaster",buprenorfin,,,,,2026-01-09,2026-01-27,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.584725
NO,Norway,DMP,"Buprenorphine Orifarm 8 mg sublingvaltablett, 7 stk blisterpakning",buprenorfinhydroklorid,,,,,2026-01-16,2026-01-30,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.584725
NO,Norway,DMP,"Livostin 0,5 mg/ml øyedråper, suspensjon, 3x4 ml flaske",levokabastinhydroklorid,,,,,2025-12-29,2026-01-30,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.584725
NO,Norway,DMP,"Livostin 50 mikrog/dose nesespray, suspensjon, 2x150 doser flaske av plast",levokabastinhydroklorid,,,,,2025-12-30,2026-01-30,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.584725
NO,Norway,DMP,"Vitamin B12 depot Orifarm 1 mg/ml injeksjonsvæske, oppløsning, 5x1 ml ampulle av glass",hydroksokobalaminklorid,,,,,2025-12-30,2026-01-15,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.584725
NO,Norway,DMP,"Cystadrops 3,8 mg/ml øyedråper, oppløsning, 4x5 ml hetteglass",merkaptaminhydroklorid,,,,,2026-02-10,2026-01-23,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.584725
NO,Norway,DMP,"Etalpha 0,5 mikrog kapsel, myk, 100 stk blisterpakning",alfakalsidol,,,,,2026-01-15,2026-01-20,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.584725
NO,Norway,DMP,"Flux 0,75 mg F sugetablett, 200 stk boks",natriumfluorid,,,,,2026-01-25,2026-05-01,shortage,Ingen tiltak iverksatt,2026-03-12T15:53:54.584725
NO,Norway,DMP,"Furix 20 mg tablett, 100 stk boks",furosemid,,,C03CA01,,2025-12-19,2026-01-16,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.584725
NO,Norway,DMP,"Holoxan 1000 mg pulver til injeksjons-/infusjonsvæske, oppløsning, 1000 mg hetteglass",ifosfamid,,,L01AA06,,2026-01-15,2026-05-01,shortage,Saksbehandling pågår,2026-03-12T15:53:54.584725
NO,Norway,DMP,"Holoxan 2000 mg pulver til injeksjons-/infusjonsvæske, oppløsning, 2000 mg hetteglass",ifosfamid,,,L01AA06,,2026-01-15,2026-05-01,shortage,Saksbehandling pågår,2026-03-12T15:53:54.584725
NO,Norway,DMP,"Holoxan 500 mg pulver til injeksjons-/infusjonsvæske, oppløsning, 500 mg hetteglass",ifosfamid,,,L01AA06,,2026-01-15,2026-05-01,shortage,Saksbehandling pågår,2026-03-12T15:53:54.584725
NO,Norway,DMP,"Jivi 2 000 IE pulver og væske til injeksjonsvæske, oppløsning, 1 stk administrasjonssett",damoktokog alfa pegol,,,,,2026-01-15,2026-01-22,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.584725
NO,Norway,DMP,"Losec Mups 20 mg enterotablett, 56 stk boks av plast",omeprazolmagnesium,,,A02BC01,,2026-01-01,2026-01-20,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.584725
NO,Norway,DMP,"Morfin 10 mg tablett, 100 stk blisterpakning","morfinhemisulfat 2,5-hydrat",,,,,2025-12-19,2026-01-23,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.584725
NO,Norway,DMP,"Morfin 30 mg tablett, 100 stk blisterpakning","morfinhemisulfat 2,5-hydrat",,,,,2025-12-19,2026-01-23,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.584725
NO,Norway,DMP,"Myrelez 120 mg injeksjonsvæske, oppløsning i ferdigfylt sprøyte, 0,5 ml ferdigfylt sprøyte",lanreotidacetat,,,,,2025-12-10,2026-02-28,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.585726
NO,Norway,DMP,"Myrelez 60 mg injeksjonsvæske, oppløsning i ferdigfylt sprøyte, 0,5 ml ferdigfylt sprøyte",lanreotidacetat,,,,,2025-12-10,2026-02-28,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.585726
NO,Norway,DMP,"Myrelez 90 mg injeksjonsvæske, oppløsning i ferdigfylt sprøyte, 0,5 ml ferdigfylt sprøyte",lanreotidacetat,,,,,2025-12-10,2026-02-28,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.585726
NO,Norway,DMP,"Palmeux 150 mg depotinjeksjonsvæske, suspensjon, 2 stk kanyle",paliperidonpalmitat,,,N05AX13,,2025-12-10,2026-10-31,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.585726
NO,Norway,DMP,"Prednisolon 20 mg tablett, 25 stk boks",prednisolon,,,H02AB06,,2025-12-19,2025-12-22,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.585726
NO,Norway,DMP,"Seroquel 200 mg tablett, filmdrasjert, 100 stk blisterpakning",kvetiapinfumarat,,,,,2025-12-16,2026-02-18,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.585726
NO,Norway,DMP,"Stelara 45 mg injeksjonsvæske, oppløsning i ferdigfylt penn, 0,5 ml ferdigfylt penn",ustekinumab,,,L04AC05,,2025-12-19,2026-01-14,resolved,"Grossister (og apotek) har tilstrekkelig lager / Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig / Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig",2026-03-12T15:53:54.585726
NO,Norway,DMP,"Suboxone 12 mg/3 mg sublingvalfilm, 28x1 stk dosepose","buprenorfinhydroklorid, naloksonhydrokloriddihydrat",,,,,2025-12-19,2026-12-31,shortage,"Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig",2026-03-12T15:53:54.585726
NO,Norway,DMP,"Suboxone 16 mg/4 mg sublingvaltablett, 28 stk blisterpakning","buprenorfinhydroklorid, naloksonhydrokloriddihydrat",,,,,2025-12-19,2026-12-31,shortage,"Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig",2026-03-12T15:53:54.585726
NO,Norway,DMP,"Suboxone 2 mg/0,5 mg sublingvalfilm, 28x1 stk dosepose","buprenorfinhydroklorid, naloksonhydrokloriddihydrat",,,,,2025-12-19,2026-12-31,shortage,"Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig",2026-03-12T15:53:54.585726
NO,Norway,DMP,"Suboxone 2 mg/0,5 mg sublingvaltablett, 28 stk blisterpakning","buprenorfinhydroklorid, naloksonhydrokloriddihydrat",,,,,2025-12-19,2026-12-31,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.585726
NO,Norway,DMP,"Suboxone 8 mg/2 mg sublingvalfilm, 28x1 stk dosepose","buprenorfinhydroklorid, naloksonhydrokloriddihydrat",,,,,2025-12-19,2026-12-31,shortage,"Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig",2026-03-12T15:53:54.585726
NO,Norway,DMP,"Subutex 100 mg depotinjeksjonsvæske, oppløsning i ferdigfylt sprøyte, 1x100 mg ferdigfylt sprøyte",buprenorfinhydroklorid,,,,,2025-12-19,2026-12-31,shortage,"Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig",2026-03-12T15:53:54.585726
NO,Norway,DMP,"Subutex 2 mg sublingvaltablett, 7 stk blisterpakning",buprenorfinhydroklorid,,,,,2025-12-19,2026-12-31,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.585726
NO,Norway,DMP,"Subutex 300 mg depotinjeksjonsvæske, oppløsning i ferdigfylt sprøyte, 1x300 mg ferdigfylt sprøyte",buprenorfinhydroklorid,,,,,2025-12-19,2026-12-31,shortage,"Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig",2026-03-12T15:53:54.585726
NO,Norway,DMP,"Subutex 8 mg sublingvaltablett, 7 stk blisterpakning",buprenorfinhydroklorid,,,,,2025-12-19,2026-12-31,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.585726
NO,Norway,DMP,"Anoro Ellipta 55 mikrog/22 mikrog inhalasjonspulver, dosedispensert, 30 doser inhalator","umeklidiniumbromid, vilanteroltrifenatat",,,R03AK10,,2026-01-05,2026-02-03,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.585726
NO,Norway,DMP,"Fluoxetin Viatris 20 mg kapsel, hard, 100 stk boks av plast",fluoksetinhydroklorid,,,,,2025-12-18,2026-05-30,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.585726
NO,Norway,DMP,"Havrix 1 440 ELISA E/ml injeksjonsvæske, suspensjon, 1 ml ferdigfylt sprøyte","hepatitt a-virus, inaktivert",,,,,2026-01-30,2026-03-13,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.586728
NO,Norway,DMP,"Imigran 12 mg/ml injeksjonsvæske, oppløsning, 2x0,5 ml sylinderampulle til bruk i penn",sumatriptansuksinat,,,N02CC01,,2026-02-12,2026-12-31,shortage,"Tilgjengelig legemiddel innen samme byttegruppe / Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig",2026-03-12T15:53:54.586728
NO,Norway,DMP,"Levopidon 25 mg mikstur, oppløsning i endosebeholder, 7x25 ml flaske av plast",levometadonhydroklorid,,,,,2026-02-20,2026-05-31,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.586728
NO,Norway,DMP,"Taloxa 600 mg tablett, 100 stk blisterpakning",felbamat,,,N03AX10,,2025-12-18,2026-01-23,resolved,Ingen tiltak iverksatt,2026-03-12T15:53:54.586728
NO,Norway,DMP,"Twinrix Adult 720 ELISA E/ml/20 mikrog/ml injeksjonsvæske, suspensjon i ferdigfylt sprøyte, 1 stk kanyle","hepatitt a-virus, inaktivert, hepatitt b-virus overflateantigen, rekombinant",,,,,2026-02-18,2026-04-21,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.586728
NO,Norway,DMP,"Metronidazole Braun 5 mg/ml infusjonsvæske, oppløsning, 10x300 ml polyetylenbeholder, ecoflac plus",metronidazol,,,D06BX01,,2025-12-08,2026-01-07,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.586728
NO,Norway,DMP,"Noxafil 100 mg enterotablett, 96 stk blisterpakning",posakonazol,,,,,2025-12-17,2027-12-31,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.586728
NO,Norway,DMP,"Surmontil 25 mg tablett, filmdrasjert, 100 stk boks",trimipraminmaleat,,,,,2026-01-15,2026-03-31,shortage,Grossister (og apotek) har tilstrekkelig lager / Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.586728
NO,Norway,DMP,"Zenrelia  4,8 mg tablett, filmdrasjert, 90x1 stk endoseblisterpakning",ilunocitinib,,,,,2025-12-17,2026-05-08,shortage,"Likeverdig alternativ tilgjengelig / Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig",2026-03-12T15:53:54.586728
NO,Norway,DMP,"Sertralin Bluefish 50 mg tablett, filmdrasjert, 100 stk blisterpakning",sertralinhydroklorid,,,,,2026-01-01,2026-03-31,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.586728
NO,Norway,DMP,"Adalat Oros 30 mg depottablett, 98 stk blisterpakning",nifedipin,,,C08CA05,,2026-02-25,2026-02-25,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.586728
