country_code,country_name,source,medicine_name,active_substance,strength,dosage_form,marketing_auth_holder,mah_country,notification_date,shortage_start,estimated_end,status,notification_type,reason,scraped_at,atc_code,prk
RO,Romania,ANMDMR,CILOPEN 500mg/500mg,IMIPENEMUM + CILASTATINUM,500mg/500mg,PULB. PT. SOL. PERF.,TERAPIA SA,ROMANIA,2017-05-30,2017-05-30,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-09-21T13:23:19.613830,,
RO,Romania,ANMDMR,IG VENA 1g/20ml,"IMUNOGLOBULINA NORMALA PT. ADM.
INTRAVASCULARA",1g/20ml,SOL. PERF.,KEDRION S.P.A.,ITALIA,2017-06-21,2017-06-21,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.613838,,
RO,Romania,ANMDMR,IG VENA 10g/200ml,"IMUNOGLOBULINA NORMALA PT. ADM.
INTRAVASCULARA",10g/200ml,SOL. PERF.,KEDRION S.P.A.,ITALIA,2017-06-21,2017-06-21,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.613845,,
RO,Romania,ANMDMR,ERNYOM 8 mg,PERINDOPRILUM,8mg,COMPR.,VIM SPECTRUM S.R.L.,ROMANIA,2017-07-19,2017-07-19,,temporary_discontinuation,"Discontinuitate temporara din
August 2018",Motive comerciale,2026-09-21T13:23:19.613853,C09AA04,69523
RO,Romania,ANMDMR,BCG - medac,VACCIN BCG,,"PULB+SOLV.PT.SUSP.PT.UZ
INTRAVEZICAL","MEDAC GESELLSCAFT FUR KLINISCHE
SPEZIALPRÄPARATE",GERMANIA,2017-10-09,2017-10-09,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.613881,J07BF01,
RO,Romania,ANMDMR,AMOKSIKLAV QUICKTAB 1000 mg,AMOXICILLINUM + ACIDUM CLAVULANICUM,1000mg,"COMPR. PT. DISPERSIE
ORALA/ORODISPERSABILE",SANDOZ S.R.L.,ROMANIA,2017-10-12,2017-10-12,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-09-21T13:23:19.613890,,
RO,Romania,ANMDMR,OMEPRAZOL DR. REDDY'S 20 mg,OMEPRAZOLUM,20mg,CAPS. GASTROREZ.,DR. REDDY'S LABORATORIES ROMÂNIA S.R.L.,ROMANIA,2017-10-19,2017-10-19,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.613899,A02BC01,60062
RO,Romania,ANMDMR,"SKOPRYL PLUS 20 mg/12,5 mg","COMBINATII
(LISINOPRILUM+HYDROCHLOROTHIAZIDUM)","20mg/12,5mg",COMPR.,ALKALOID-INT D.O.O.,SLOVENIA,2017-10-26,2017-10-26,,temporary_discontinuation,"Discontinuitate temporara din
Octombrie 2018",Motive comerciale,2026-09-21T13:23:19.613907,,
RO,Romania,ANMDMR,MISYO 10 mg/ml,METHADONUM,10mg/ml,CONC. PT. SOL. ORALA,INN-FARM D.O.O.,SLOVENIA,2017-10-26,2017-10-26,,temporary_discontinuation,"Discontinuitate temporara din
Octombrie 2018",Motive comerciale,2026-09-21T13:23:19.613914,,
RO,Romania,ANMDMR,BOREZ 10 mg,BISOPROLOLUM,10 mg,COMPR. FILM.,ALKALOID-INT D.O.O.,SLOVENIA,2017-10-26,2017-10-26,,temporary_discontinuation,"Discontinuitate temporara din
Octombrie 2018",Motive comerciale,2026-09-21T13:23:19.613922,C07AB07,25542
RO,Romania,ANMDMR,AMLODIPINA ARENA 5 mg,AMLODIPINUM,5mg,COMPR.,ARENA GROUP S.A.,ROMANIA,2017-11-08,2017-11-08,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive comerciale,2026-09-21T13:23:19.613932,C08CA01,123315
RO,Romania,ANMDMR,AMLODIPINA ARENA 10 mg,AMLODIPINUM,10mg,COMPR.,ARENA GROUP S.A.,ROMANIA,2017-11-08,2017-11-08,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive comerciale,2026-09-21T13:23:19.613942,C08CA01,123323
RO,Romania,ANMDMR,ADRONIK 70 mg,ACIDUM ALENDRONICUM,70mg,COMPR. FILM.,ARENA GROUP S.A.,ROMANIA,2017-11-08,2017-11-08,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive comerciale,2026-09-21T13:23:19.613949,M05BA04,122416
RO,Romania,ANMDMR,ACID ASCORBIC ARENA 750 mg,ACIDUM ASCORBICUM,750mg,SOL INJ.,ARENA GROUP S.A.,ROMANIA,2017-11-08,2017-11-08,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive comerciale,2026-09-21T13:23:19.613957,A11GA01,
RO,Romania,ANMDMR,DORZOLAMIDA ARENA 20 mg/ml,DORZOLAMIDUM,20mg/ml,"PIC. OFT., SOL.",ARENA GROUP S.A.,ROMANIA,2017-11-14,2017-11-14,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive comerciale,2026-09-21T13:23:19.613965,S01EC03,203319
RO,Romania,ANMDMR,PIRITINOL ARENA 100 mg,PYRITINOLUM,100mg,DRAJ.,ARENA GROUP S.A.,ROMANIA,2017-11-21,2017-11-21,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive comerciale,2026-09-21T13:23:19.613975,N06BX02,
RO,Romania,ANMDMR,GABAPENTIN ARENA 400 mg,GABAPENTINUM,400mg,CAPS.,ARENA GROUP S.A.,ROMANIA,2017-11-23,2017-11-23,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.613984,N02BF01,52833
RO,Romania,ANMDMR,GABAPENTIN ARENA 300 mg,GABAPENTINUM,300mg,CAPS.,ARENA GROUP S.A.,ROMANIA,2017-11-23,2017-11-23,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.613991,N02BF01,52825
RO,Romania,ANMDMR,GABAPENTIN ARENA 100 mg,GABAPENTINUM,100mg,CAPS.,ARENA GROUP S.A.,ROMANIA,2017-11-23,2017-11-23,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.613998,N02BF01,52817
RO,Romania,ANMDMR,FLUOXETIN ARENA 10 mg,FLUOXETINUM,10mg,CAPS.,ARENA GROUP S.A.,ROMANIA,2017-11-23,2017-11-23,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.614006,N06AB03,
RO,Romania,ANMDMR,"PRAMIPEXOL ARENA 0,7 mg",PRAMIPEXOLUM,"0,7mg",COMPR.,ARENA GROUP SA,ROMANIA,2017-12-05,2017-12-05,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.614013,N04BC05,49433
RO,Romania,ANMDMR,"PRAMIPEXOL ARENA 0,18 mg",PRAMIPEXOLUM,"0,18mg",COMPR.,ARENA GROUP SA,ROMANIA,2017-12-05,2017-12-05,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.614021,N04BC05,49441
RO,Romania,ANMDMR,MIRTAZAPIN ARENA 45 mg,MIRTAZAPINUM,45mg,COMPR. FILM.,ARENA GROUP S.A.,ROMANIA,2017-12-05,2017-12-05,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.614028,N06AX11,43370
RO,Romania,ANMDMR,MIRTAZAPIN ARENA 30 mg,MIRTAZAPINUM,30mg,COMPR. FILM.,ARENA GROUP S.A.,ROMANIA,2017-12-05,2017-12-05,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.614036,N06AX11,39721
RO,Romania,ANMDMR,MIRTAZAPIN ARENA 15 mg,MIRTAZAPINUM,15mg,COMPR. FILM.,ARENA GROUP S.A.,ROMANIA,2017-12-05,2017-12-05,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.614043,N06AX11,75221
RO,Romania,ANMDMR,VENORUTON 300 mg,TROXERUTINUM,300mg,CAPS.,"GLAXOSMITHKLINE CONSUMER
HEALTHCARE S.R.L.",ROMANIA,2018-01-23,2018-01-23,,permanent_discontinuation,"Discontinuitate permanenta din
Ianuarie 2022",Motive comerciale,2026-09-21T13:23:19.614051,C05BA03,
RO,Romania,ANMDMR,SINTOCALMIN 500 mg,METAMIZOLUM NATRIUM,500mg,COMPR.,ARENA GROUP S.A.,ROMANIA,2018-01-23,2018-01-23,,temporary_discontinuation,"Discontinuitate temporara din
Ianuarie 2019",Motive de fabricatie,2026-09-21T13:23:19.614058,N02BE01,67903
RO,Romania,ANMDMR,"OROFAR 2mg/ml+1,5mg/ml",COMBINATII,"2mg/ml+1,5mg/ml",SPRAY BUCOFARINGIAN -SOL.,"GLAXOSMITHKLINE CONSUMER
HEALTHCARE S.R.L.",GERMANIA,2018-01-30,2018-01-30,,permanent_discontinuation,"Discontinuitate permanenta din
Ianuarie 2019",Motive comerciale,2026-09-21T13:23:19.614065,,
RO,Romania,ANMDMR,BUSCOTIL 10 mg,BUTYLSCOPOLAMMONII BROMIDUM,10mg,COMPR.,ARENA GROUP S.A.,ROMANIA,2018-01-31,2018-01-31,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive comerciale,2026-09-21T13:23:19.614072,A03BB01,106151
RO,Romania,ANMDMR,"BRONCHO-VAXOM COPII 3,5 mg","BIOLOGIC (LYSATUM BACTERIALE OM 85
CRYODESICATUM)",3.5mg,CAPS.,OM PHARMA S.A.,PORTUGALIA,2018-02-06,2018-02-06,,permanent_discontinuation,"Discontinuitate permanenta din
Aprilie 2019",Motive comerciale,2026-09-21T13:23:19.614079,,
RO,Romania,ANMDMR,FARINGOSEPT SCORTISOARA 10 mg,AMBAZONUM,10mg,COMPR. DE SUPT.,TERAPIA S.A.,ROMANIA,2018-02-21,2018-02-21,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.614086,R02AA01,
RO,Romania,ANMDMR,CLOSTILBEGYT,CLOMIFENUM,50mg,COMPR.,EGIS PHARMACEUTICALS PLC,UNGARIA,2018-02-27,2018-02-27,,temporary_discontinuation,"Discontinuitate temporara din
Februarie 2019",Motive comerciale,2026-09-21T13:23:19.614094,G03GB02,1538
RO,Romania,ANMDMR,TEKTROTYD 20 micrograme,RADIOFARMACEUTICE,20micrograme,"KIT PT. PREP.
RADIOFARMACEUTIC",NARODOWE CENTRUM BADAN JADROWYCH,POLONIA,2018-10-03,2018-10-03,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-09-21T13:23:19.614101,,
RO,Romania,ANMDMR,"OMNISCAN 0,5 mmoli/ml",GADODIAMIDUM,"0,5mmoli/ml",SOL. INJ.,GE HEALTHCARE AS,NORVEGIA,2018-11-22,2018-11-22,,discontinuation,"Decizie de suspendare a APP
conform Comisiei C(2017) 7941
final din 23.11.2017",,2026-09-21T13:23:19.614109,V08CA03,
RO,Romania,ANMDMR,GANFORT,COMBINATII (BIMATOPROSTUM + TIMOLOLUM),300µg/ml+5mg/ml,"PIC. OFT.,SOL.",ABBVIE DEUTSCHLAND GMBH & CO. KG,GERMANIA,2018-12-11,2018-12-11,,permanent_discontinuation,"Discontinuitate permanenta din
Decembrie 2019",Motive comerciale,2026-09-21T13:23:19.614118,,
RO,Romania,ANMDMR,SEROQUEL XR 50 mg,QUETIAPINUM,50mg,COMPR. ELIB. PREL.,CHEPLAPHARM ARZNEIMITTEL GMBH,GERMANIA,2019-01-07,2019-01-07,,temporary_discontinuation,"Discontinuitate temporara din
Martie 2019",Motive comerciale,2026-09-21T13:23:19.614126,N05AH04,84182
RO,Romania,ANMDMR,SERETIDE DISKUS 50 micrograme/500 micrograme,SALMETEROLUM+FLUTICASONUM,50micrograme/500micrograme,PULB. DE INHAL.,GLAXOSMITHKLINE (IRELAND) LIMITED,IRLANDA,2019-01-09,2019-01-09,,permanent_discontinuation,"Discontinuitate permanenta din
Noiembrie 2019",Motive comerciale,2026-09-21T13:23:19.614133,,
RO,Romania,ANMDMR,SERETIDE DISKUS 50 micrograme/250 micrograme,SALMETEROLUM+FLUTICASONUM,50micrograme/250micrograme,PULB. DE INHAL.,GLAXOSMITHKLINE (IRELAND) LIMITED,IRLANDA,2019-01-09,2019-01-09,,permanent_discontinuation,"Discontinuitate permanenta din
Noiembrie 2019",Motive comerciale,2026-09-21T13:23:19.614140,,
RO,Romania,ANMDMR,SERETIDE INHALER CFC FREE 25 µg/125 µg,SALMETEROLUM+FLUTICASONUM,25µg/125µg,SUSP. DE INHAL. PRESURIZATA,GLAXOSMITHKLINE (IRELAND) LIMITED,IRLANDA,2019-01-09,2019-01-09,,permanent_discontinuation,"Discontinuitate permanenta din
Noiembrie 2019",Motive comerciale,2026-09-21T13:23:19.614147,,
RO,Romania,ANMDMR,ZYVOXID 2mg/ml,LINEZOLIDUM,2mg/ml,SOL. PERF.,PFIZER EUROPE MA EEIG,BELGIA,2019-01-31,2019-01-31,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-09-21T13:23:19.614154,J01XX08,60151
RO,Romania,ANMDMR,FUCITHALMIC 10mg/g,ACIDUM FUSIDICUM,10mg/g,GEL OFT.,AMDIPHARM LIMITED,IRLANDA,2019-02-07,2019-02-07,,temporary_discontinuation,"Discontinuitate temporara din
Februarie 2020",Motive comerciale,2026-09-21T13:23:19.614162,D06AX01,
RO,Romania,ANMDMR,TORENDO 4 mg,RISPERIDONUM,4mg,COMPR. FILM.,KRKA D.D. NOVO MESTO,SLOVENIA,2019-03-05,2019-03-05,,temporary_discontinuation,"Discontinuitate temporara din
Martie 2020",Motive de fabricatie,2026-09-21T13:23:19.614169,N05AX08,37745
RO,Romania,ANMDMR,TORENDO 3 mg,RISPERIDONUM,3mg,COMPR. FILM.,KRKA D.D. NOVO MESTO,SLOVENIA,2019-03-05,2019-03-05,,temporary_discontinuation,"Discontinuitate temporara din
Martie 2020",Motive de fabricatie,2026-09-21T13:23:19.614176,N05AX08,37737
RO,Romania,ANMDMR,KVENTIAX EP 50 mg,QUETIAPINUM,50mg,COMPR. ELIB. PREL.,"KRKA, D.D., NOVO MESTO",SLOVENIA,2019-03-05,2019-03-05,,temporary_discontinuation,"Discontinuitate temporara din
Martie 2020",Motive de fabricatie,2026-09-21T13:23:19.614187,N05AH04,84182
RO,Romania,ANMDMR,KVENTIAX EP 300 mg,QUETIAPINUM,300mg,COMPR. ELIB. PREL.,"KRKA, D.D., NOVO MESTO",SLOVENIA,2019-03-05,2019-03-05,,temporary_discontinuation,"Discontinuitate temporara din
Martie 2020",Motive de fabricatie,2026-09-21T13:23:19.614197,N05AH04,84204
RO,Romania,ANMDMR,KVENTIAX EP 200 mg,QUETIAPINUM,200mg,COMPR. ELIB. PREL.,"KRKA, D.D., NOVO MESTO",SLOVENIA,2019-03-05,2019-03-05,,temporary_discontinuation,"Discontinuitate temporara din
Martie 2020",Motive de fabricatie,2026-09-21T13:23:19.614206,N05AH04,84190
RO,Romania,ANMDMR,KVENTIAX EP 150 mg,QUETIAPINUM,150mg,COMPR. ELIB. PREL.,"KRKA, D.D., NOVO MESTO",SLOVENIA,2019-03-05,2019-03-05,,temporary_discontinuation,"Discontinuitate temporara din
Martie 2020",Motive de fabricatie,2026-09-21T13:23:19.614215,N05AH04,94757
RO,Romania,ANMDMR,"ACNATAC 10 mg/g + 0,25 mg/g",COMBINATII (CLINDAMYCINUM+TRETINOINUM),"10mg/g+0,25mg/g",GEL,MEDA PHARMA GMBH & CO. KG,GERMANIA,2019-04-11,2019-04-11,,permanent_discontinuation,"Discontinuitate permanenta din
Aprilie 2020",Motive comerciale,2026-09-21T13:23:19.614225,,
RO,Romania,ANMDMR,ACC INJECT 300mg/3ml,ACETYLCYSTEINUM,300mg/3ml,"SOL INJ./SOL. PT. INHALAT PRIN
NEBULIZATOR",HEXAL AG,GERMANIA,2019-06-25,2019-06-25,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-09-21T13:23:19.614233,R05CB01,43257
RO,Romania,ANMDMR,"REVIGRIP HOT LEMON MAX 1000mg/200mg/12,2mg",COMBINATII,"1000mg/200mg/12,2mg",PULB. PT. SOL. ORALA,CHEFARO IRELAND DAC,IRLANDA,2019-09-02,2019-09-02,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive comerciale,2026-09-21T13:23:19.614239,,
RO,Romania,ANMDMR,GAMMANORM 165 mg/ml,IMUNOGLOBULINA UMANA NORMALA,165mg/ml,SOL INJ.,OCTAPHARMA (IP) SPRL,BELGIA,2019-10-15,2019-10-15,,permanent_discontinuation,"Discontinuitate permanenta din
Iulie 2020",Motive comerciale,2026-09-21T13:23:19.614246,J06BA02,
RO,Romania,ANMDMR,EVISTA 60mg,RALOXIFENUM,60mg,COMPR. FILM.,DAIICHI SANKYO EUROPE GmbH,GERMANIA,2019-10-17,2019-10-17,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-09-21T13:23:19.614253,G03XC01,50881
RO,Romania,ANMDMR,VANCOMICINA KABI 500 mg,VANCOMYCINUM,500mg,PULB. PT.CONC. PT.SOL. PERF.,FRESENIUS KABI ROMANIA S.R.L.,ROMANIA,2019-11-26,2019-11-26,,permanent_discontinuation,"Discontinuitate permanenta din
Noiembrie 2020",Motive comerciale,2026-09-21T13:23:19.614260,J01XA01,23043
RO,Romania,ANMDMR,VANCOMICINA KABI 1000 mg,VANCOMYCINUM,1000mg,PULB. PT.CONC. PT.SOL. PERF.,FRESENIUS KABI ROMANIA S.R.L.,ROMANIA,2019-11-26,2019-11-26,,permanent_discontinuation,"Discontinuitate permanenta din
Octombrie 2020",Motive comerciale,2026-09-21T13:23:19.614267,J01XA01,32662
RO,Romania,ANMDMR,ZYMOGEN FORTE,PANCREATINUM IN COMBINATII,200mg,COMPR. FILM. GASTROREZ.,FELSIN FARM S.R.L.,ROMANIA,2020-01-28,2020-01-28,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.614276,,
RO,Romania,ANMDMR,ZYMOGEN,PANCREATINUM IN COMBINATII,90mg,DRAJ. GASTROREZ.,FELSIN FARM S.R.L.,ROMANIA,2020-01-28,2020-01-28,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.614286,,
RO,Romania,ANMDMR,VI - SOL CALCIUM,COMBINATII,,SIROP,FELSIN FARM S.R.L.,ROMANIA,2020-01-28,2020-01-28,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.614295,,
RO,Romania,ANMDMR,MULTISIS V,COMBINATII,,DRAJ.,FELSIN FARM S.R.L.,ROMANIA,2020-01-28,2020-01-28,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.614304,,
RO,Romania,ANMDMR,KAMIREN 2 mg,DOXAZOSINUM,2mg,COMPR.,KRKA D.D. NOVO MESTO,SLOVENIA,2020-01-30,2020-01-30,,permanent_discontinuation,"Discontinuitate permanenta din
Ianuarie 2021",Motive de fabricatie,2026-09-21T13:23:19.614310,C02CA04,
RO,Romania,ANMDMR,HUMULIN R 100 UI/ml,INSULINE UMANE,100UI/ml,SOL. INJ. IN CARTUS,LILLY FRANCE SAS,FRANTA,2020-02-07,2020-02-07,,permanent_discontinuation,"Discontinuitate permanenta din
Februarie 2021",Motive comerciale,2026-09-21T13:23:19.614317,A10AB01,97330
RO,Romania,ANMDMR,HUMULIN N 100 UI/ml,INSULINE UMANE,100UI/ml,SUSP. INJ. IN CARTUS,LILLY FRANCE SAS,FRANTA,2020-02-07,2020-02-07,,permanent_discontinuation,"Discontinuitate permanenta din
Februarie 2021",Motive comerciale,2026-09-21T13:23:19.614324,A10AB01,
RO,Romania,ANMDMR,HUMULIN M3 100UI/ml,INSULINE UMANE,100ui/ml,SUSP. INJ. IN CARTUS,LILLY FRANCE S.A.S,FRANTA,2020-02-07,2020-02-07,,permanent_discontinuation,"Discontinuitate permanenta din
Februarie 2021",Motive comerciale,2026-09-21T13:23:19.614331,A10AB01,
RO,Romania,ANMDMR,METFORMIN ACCORD 500 mg,METFORMINUM,500mg,COMPR. ELIB. PREL.,ACCORD HEALTHCARE POLSKA SP. Z O.O.,POLONIA,2020-03-11,2020-03-11,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-09-21T13:23:19.614338,A10BA02,164836
RO,Romania,ANMDMR,"ALPROSTADIL ""REMEDIA"" 500 µg",ALPROSTADILUM,500µg,CONC. PT. SOL. PERF.,"FARMACEUTICA REMEDIA
DISTRIBUTION&LOGISTICS S.R.L.",ROMANIA,2020-04-10,2020-04-10,,permanent_discontinuation,Discontinuitate permanenta,Motive de fabricatie,2026-09-21T13:23:19.614345,C01EA01,70165
RO,Romania,ANMDMR,RHESONATIV 625 UI/ml,IMUNOGLOBULINA ANTI-D,625UI/ml,SOL. INJ.,OCTAPHARMA (IP) SPRL,BELGIA,2020-05-15,2020-05-15,,permanent_discontinuation,"Discontinuitate permanenta din
Mai 2021",Motive comerciale,2026-09-21T13:23:19.614352,,
RO,Romania,ANMDMR,TOBRAMICINA VIA PHARMA 300 mg/5 ml,TOBRAMYCINUM,300mg/5ml,SOL. DE INHALAT PRIN NEBULIZ.,UAB VIA PHARMA,LITUANIA,2020-05-27,2020-05-27,,permanent_discontinuation,Discontinuitate permanenta,Motive de fabricatie,2026-09-21T13:23:19.614359,J01FA06,
RO,Romania,ANMDMR,MONURAL® PEDIATRIC 2 g,FOSFOMYCINUM,2g/plic,GRAN. PT. SOL. ORALA,ZAMBON S.P.A.,ITALIA,2020-06-15,2020-06-15,,discontinuation,"Decizie de suspendare a APP
conform Comisiei C(2020) 3966
final din 09.06.2020",,2026-09-21T13:23:19.614366,J01XX01,
RO,Romania,ANMDMR,ROBUMAY 400 mg,IBUPROFENUM,400mg,COMPR. FILM.,AMRING FARMA S.R.L.,ROMANIA,2020-07-16,2020-07-16,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive comerciale,2026-09-21T13:23:19.614374,M01AE01,27278
RO,Romania,ANMDMR,ROBUMAY 200 mg,IBUPROFENUM,200mg,COMPR. FILM.,AMRING FARMA S.R.L.,ROMANIA,2020-07-16,2020-07-16,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive comerciale,2026-09-21T13:23:19.614382,M01AE01,27251
RO,Romania,ANMDMR,NUROFEN GEL,IBUPROFENUM,5%,GEL,RECKITT BENCKISER (ROMANIA) SRL,ROMANIA,2020-08-24,2020-08-24,,temporary_discontinuation,"Discontinuitate temporara din
Mai 2021",Motive comerciale,2026-09-21T13:23:19.614390,M01AE01,
RO,Romania,ANMDMR,PRAGIOLA 300 mg,PREGABALINUM,300mg,CAPS.,"KRKA, D.D., NOVO MESTO",SLOVENIA,2020-09-24,2020-09-24,,temporary_discontinuation,"Discontinuitate temporara din
Septembrie 2021",Motive comerciale,2026-09-21T13:23:19.614397,N02BF02,75736
RO,Romania,ANMDMR,BEATIL 4 mg/ 5 mg,COMBINATII (PERINDOPRILUM+AMLODIPINUM),4mg/5mg,COMPR.,GEDEON RICHTER ROMANIA S.A.,ROMANIA,2020-10-15,2020-10-15,,permanent_discontinuation,"Discontinuitate permanenta din
Octombrie 2021",Motive comerciale,2026-09-21T13:23:19.614405,,
RO,Romania,ANMDMR,BEATIL 4 mg/ 10 mg,COMBINATII (PERINDOPRILUM+AMLODIPINUM),4mg/10 mg,COMPR.,GEDEON RICHTER ROMÂNIA S.A.,ROMANIA,2020-10-15,2020-10-15,,permanent_discontinuation,"Discontinuitate permanenta din
Octombrie 2021",Motive comerciale,2026-09-21T13:23:19.614412,,
RO,Romania,ANMDMR,KARISSA ZILNIC 75 micrograme/20 micrograme,COMBINATII (GESTODENUM+ETINILESTRADIOLUM),75micrograme/20micrograme,DRAJ.,GEDEON RICHTER ROMANIA S.A.,ROMANIA,2021-01-13,2021-01-13,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-09-21T13:23:19.614419,,
